@relation 'Clean_Dataset-weka.filters.unsupervised.instance.Resample-S1-Z5.0-weka.filters.unsupervised.attribute.Remove-R1,3-weka.filters.unsupervised.attribute.SwapValues-C5-F1-S6-weka.filters.unsupervised.attribute.SwapValues-C5-F2-S3-weka.filters.unsupervised.attribute.SwapValues-C3-F1-S6-weka.filters.unsupervised.attribute.SwapValues-C3-F5-S6-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C7-L1-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R10-11-weka.filters.unsupervised.attribute.NominalToBinary-R1,2,6-weka.filters.unsupervised.attribute.OrdinalToNumeric-R13-15-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R1-2,4-9,11-13,16-20,22'

@attribute airline=Vistara numeric
@attribute source_city=Kolkata numeric
@attribute stops numeric
@attribute arrival_time numeric
@attribute destination_city=Delhi numeric
@attribute days_left numeric
@attribute price numeric

@data
1,0,0.5,0.8,1,0.5,0.374495
1,0,0.5,0.8,1,0.3125,0.374495
1,0,0.5,1,0,0.6875,0.638021
0,0,0.5,1,0,0.354167,0.471133
1,0,0.5,0.8,0,0.083333,0.473554
1,0,0.5,0.4,0,0.958333,0.423463
0,0,0.5,1,0,0.4375,0.368286
1,0,0.5,0.8,0,0.666667,0.566189
1,0,0.5,1,0,0.416667,0.47246
0,0,0.5,1,0,0.1875,0.267802
1,0,0.5,0.8,1,0.375,0.41823
1,0,0.5,0.8,0,0.979167,0.472158
1,0,0.5,0.4,0,0.833333,0.359754
1,0,0.5,1,0,0.166667,0.613507
1,0,0.5,1,0,0.3125,0.45029
0,0,0.5,0.8,0,0.1875,0.415956
1,0,0.5,1,0,0.375,0.387635
1,0,0.5,0.6,0,0.833333,0.397475
1,0,0.5,1,0,0.979167,0.510426
1,0,0.5,0.8,0,0.041667,0.446219
1,0,0.5,1,0,0.604167,0.401859
0,0,0.5,0.4,0,0.604167,0.368286
0,1,0.5,1,0,0.458333,0.373616
0,0,0.5,0.6,0,0.645833,0.368286
0,1,0.5,0.8,0,0.875,0.39111
1,0,0.5,1,0,0.416667,0.536228
1,0,0.5,0,1,0.5,0.328016
1,0,0.5,1,0,0.125,0.737851
0,0,0.5,1,0,0.291667,0.388709
0,0,0.5,1,0,0.375,0.266718
1,0,0.5,0.6,0,0.541667,0.330017
0,0,0.5,0.4,0,0.479167,0.324668
1,0,0.5,0.8,1,0.916667,0.430258
1,0,0.5,0.6,1,0.5,0.41823
0,0,0.5,1,0,0.6875,0.402298
0,0,0.5,0,1,0.270833,0.229611
0,0,0.5,0.8,0,0.604167,0.416698
1,0,0,1,0,0.354167,0.140539
0,1,0.5,0.8,0,0.041667,0.404231
1,0,0.5,0.8,0,0.666667,0.510426
1,0,0.5,0.4,0,0.479167,0.536228
1,1,0.5,0.6,0,0.8125,0.392204
0,0,0.5,1,1,0.5625,0.401742
1,1,0.5,0.8,0,0.770833,0.478142
0,0,0.5,0.8,0,0.166667,0.328924
1,0,0.5,0,1,0.958333,0.328016
1,0,0.5,1,0,1,0.536228
0,0,0.5,0.4,0,0.791667,0.324668
0,0,0.5,1,0,0.458333,0.395591
1,0,0.5,0.2,0,0.708333,0.614601
1,0,0.5,1,0,0.604167,0.475555
1,0,0.5,0.8,0,0.666667,0.435285
1,0,0.5,0.8,0,0.9375,0.448992
1,0,0.5,0.8,1,0.875,0.427104
0,0,0.5,0.8,0,0.3125,0.297333
1,0,0.5,0.8,0,0.125,0.618789
1,0,0.5,0.8,0,0.479167,0.469317
0,0,0,1,0,0.854167,0.054162
1,1,0.5,0.6,0,0.8125,0.392204
0,0,0.5,0.8,1,0.4375,0.284095
1,0,0.5,0.4,0,0.5625,0.254788
0,0,0.5,0.8,0,0.916667,0.297333
1,0,0.5,0.4,0,0.083333,0.285852
0,0,0.5,0.4,0,0.895833,0.328924
1,0,0.5,1,0,0.6875,0.330017
1,0,0.5,1,0,0.104167,0.313802
0,0,0.5,1,0,0.625,0.266718
1,0,1,1,0,0.875,0.553947
0,0,0.5,0,0,0.791667,0.415956
1,0,0.5,0.8,0,0.4375,0.313802
1,0,0.5,0.8,0,0.395833,0.418767
1,0,0,1,0,0.520833,0.241248
0,0,0.5,0.6,0,0.041667,0.402074
1,0,0.5,1,0,0.854167,0.283734
1,1,0.5,0.4,0,0.104167,0.478142
1,0,0.5,0,1,0.979167,0.41823
1,0,0,0.4,0,0.770833,0.085518
1,0,0.5,1,0,0.125,0.394322
1,0,0.5,1,0,0.270833,0.613859
0,0,0.5,0.4,0,0.875,0.297333
1,0,0.5,0.4,0,0.875,0.397583
1,0,0.5,0.8,0,0.604167,0.472158
1,0,0.5,0.4,0,0.3125,0.31513
1,0,0.5,0.4,0,0.3125,0.554904
1,0,0.5,0.8,0,0.229167,0.47246
1,1,1,0.8,0,0.0625,0.519037
0,0,0.5,0.4,0,0.9375,0.384101
1,0,0.5,1,0,0.375,0.394322
0,0,0,0.4,0,0.25,0.078099
0,0,0.5,0.4,0,0.541667,0.297333
1,0,0,0.6,0,0.916667,0.056563
0,0,0.5,0.4,0,0.395833,0.47246
0,0,0.5,0,0,0.645833,0.435305
1,0,0.5,1,1,0.270833,0.448289
1,0,0.5,0.4,0,0.333333,0.571959
1,0,0.5,0.8,0,0.4375,0.388709
0,0,0,1,1,0.833333,0.098991
1,0,0.5,0.6,1,0.458333,0.448289
1,0,0.5,0.8,0,0.666667,0.599108
1,0,0.5,0.8,0,0.729167,0.367193
1,0,0.5,0.4,0,0.145833,0.484185
1,0,0.5,1,1,0.1875,0.488773
1,0,0.5,0.8,0,0.395833,0.368286
0,0,0.5,1,0,0.208333,0.406447
1,0,0.5,1,0,0.6875,0.254788
0,0,0.5,0.8,0,0.791667,0.416698
1,0,0.5,0.2,0,0.916667,0.387537
0,0,0.5,0.4,0,0.0625,0.387635
0,0,0.5,1,0,0.604167,0.415956
1,0,0.5,0.8,0,0.979167,0.558096
1,0,0.5,0.4,1,0.5625,0.404553
1,0,0.5,0.8,1,0.354167,0.573843
1,0,0.5,0.8,0,0.3125,0.435285
0,0,0.5,1,1,0.104167,0.388943
1,1,0.5,1,0,0.604167,0.576547
1,0,0.5,1,0,0.875,0.45029
1,1,0.5,1,0,0.541667,0.691792
0,0,0,0.4,0,0.9375,0
1,0,0.5,1,0,0.145833,0.471133
1,0,0,0.4,1,0.5625,0.119433
0,1,0.5,0.4,0,0.645833,0.429379
1,1,0,1,0,0.4375,0.195072
0,1,0.5,0.8,1,0.833333,0.311518
0,0,0,0.8,0,0.541667,0.203634
1,0,0.5,0.8,0,0.9375,0.31513
1,1,0.5,1,0,0.4375,0.429379
1,0,0.5,1,0,0.208333,0.492493
0,1,0.5,0.4,0,0.229167,0.373616
1,1,0.5,0.8,1,0.395833,0.484048
1,0,0.5,1,0,0.166667,0.509333
0,0,0,0.4,0,0.625,0.203634
1,0,0.5,0.8,0,0.958333,0.439864
1,0,0.5,0.6,1,0.208333,0.405647
1,0,0.5,0.8,0,0.5625,0.313802
1,0,0.5,1,0,0.770833,0.657487
0,0,0.5,0.8,0,0.5,0.297333
1,0,0.5,1,1,0.979167,0.459037
0,0,0.5,0.8,0,0.208333,0.415956
0,1,0,1,0,0.020833,0.136244
1,0,0.5,0.8,0,0.25,0.31513
1,1,0.5,0.4,0,0.395833,0.392204
0,0,0.5,0.8,0,0.75,0.368286
1,0,0.5,0.8,0,0.583333,0.385194
1,0,0.5,0.8,0,0.041667,0.592499
0,0,0.5,1,1,0.625,0.323965
1,0,0.5,1,0,0.604167,0.563416
0,1,0.5,0.6,1,0.791667,0.311518
0,1,0.5,0.8,0,0.666667,0.195072
1,0,0.5,1,0,0.479167,0.423463
1,0,0.5,0.8,0,0.166667,0.435285
1,0,0,0.4,1,0.229167,0.241131
0,0,0.5,0.4,0,0.6875,0.384101
1,0,0.5,1,0,0.479167,0.436398
1,0,0.5,1,0,0.333333,0.31513
1,1,0.5,0,1,0.125,0.407511
1,0,0.5,0.4,1,0.854167,0.440098
0,0,0.5,0.4,0,0.479167,0.297333
1,0,0,0.6,0,0.9375,0.056563
0,0,0.5,1,1,0.458333,0.326405
0,0,0.5,0.4,1,0.083333,0.318088
1,0,0.5,0,1,0.9375,0.448289
1,0,0.5,1,0,0.895833,0.5382
1,1,0.5,0.8,0,0.770833,0.550745
0,0,0.5,0.6,1,0.645833,0.229943
1,0,0.5,0.6,1,0.3125,0.375588
1,0,0.5,0.4,0,0.166667,0.500586
1,0,0.5,0.8,0,0.666667,0.522571
0,0,0.5,0.8,0,0.291667,0.249858
1,0,0.5,1,1,0.520833,0.459037
0,1,0.5,0.6,1,0.645833,0.448474
1,0,0,0,1,0.166667,0.219263
0,0,0.5,1,0,0.520833,0.395591
0,0,0,0.4,0,0.375,0.111525
1,0,0.5,1,0,0.520833,0.536228
1,0,0.5,1,0,0.895833,0.492493
0,0,0,0.8,0,0.791667,0.111525
0,1,0.5,0.4,1,0.5,0.352217
1,0,0.5,0.8,0,0.354167,0.415956
1,0,0.5,0.8,0,0.0625,0.322481
1,0,0.5,0.4,0,1,0.448992
1,0,0.5,1,0,0.791667,0.254788
1,1,0.5,0.4,1,0.229167,0.484048
0,0,0.5,0.8,0,0.583333,0.368286
1,0,0.5,0.8,0,0.958333,0.558096
1,0,0.5,0.8,0,0.270833,0.423463
1,0,0.5,0.8,0,0.6875,0.510426
1,1,0.5,1,0,0.458333,0.493889
1,1,0.5,0.4,0,0.291667,0.478142
1,0,0.5,1,0,0.895833,0.536228
0,1,0.5,0.8,0,0.75,0.429379
0,0,0.5,0.4,1,0.791667,0.297958
1,0,1,0.8,0,0.375,0.501416
0,0,0.5,1,0,0.541667,0.401859
0,0,0.5,0.2,0,0.645833,0.266718
0,0,0.5,0.8,0,0.208333,0.434192
1,0,0.5,1,0,0.75,0.47246
1,0,0.5,1,1,0.104167,0.470156
1,0,1,0.6,1,0.520833,0.514761
1,0,0.5,1,0,0.145833,0.309438
0,0,0.5,1,0,0.979167,0.386542
1,0,0.5,0.8,0,0.708333,0.471133
1,0,0.5,0.6,0,0.229167,0.409405
0,0,0.5,0.6,0,0.166667,0.388709
1,0,0,1,0,1,0.056563
0,0,0.5,0.4,0,0.25,0.197493
0,0,0.5,0.8,0,0.354167,0.330779
0,0,0.5,0.6,0,0.458333,0.388709
0,0,0.5,0.4,0,0.395833,0.384101
1,0,0.5,0.4,1,0.666667,0.269002
0,0,0.5,0.8,0,0.8125,0.24074
0,0,0.5,0.4,0,0.6875,0.324668
1,0,0.5,0.6,0,0.875,0.406554
1,0,0,0.4,1,0.75,0.098991
1,0,0.5,0.8,0,0.625,0.31513
1,0,0.5,1,0,0.229167,0.472158
0,0,0.5,0.4,0,0.729167,0.484693
1,0,0.5,0.4,1,0.875,0.470156
1,0,0.5,1,0,0.3125,0.452145
0,0,0.5,0.2,0,0.541667,0.324668
1,1,0.5,0.4,0,0.375,0.478142
0,0,0.5,0.4,0,0.416667,0.324668
1,0,0,1,0,0.125,0.085518
1,0,0.5,0.6,0,0.520833,0.285852
0,1,0.5,0.8,0,0.645833,0.39111
1,0,0.5,1,0,0.6875,0.558096
0,0,0.5,0.8,1,0.083333,0.268456
0,0,0.5,1,0,0.645833,0.348097
1,1,0.5,0.8,0,0.520833,0.392204
1,0,0.5,1,0,0.083333,0.385194
1,0,0.5,0,1,0.541667,0.448289
1,0,0.5,0.6,0,0.645833,0.385194
1,1,0.5,0.4,0,0.208333,0.439219
0,0,0.5,0.4,0,0.0625,0.416698
1,0,0.5,0,1,0.666667,0.448289
1,0,0.5,1,0,0.229167,0.471133
1,1,0.5,0.8,0,0.104167,0.567146
1,1,0,0.6,0,0.25,0.195072
0,0,0.5,0.8,0,0.625,0.423463
0,1,0.5,1,0,0.1875,0.373616
1,0,0.5,0.8,0,0.625,0.493235
0,0,0.5,0.4,0,0.541667,0.229318
0,0,0.5,0.2,0,0.458333,0.324668
0,0,0.5,0.6,0,0.458333,0.229318
0,1,0.5,0.6,0,0.25,0.429379
1,0,0.5,0.6,0,0.4375,0.256731
1,0,0.5,0.4,0,0.229167,0.586963
1,0,0.5,0.4,0,0.479167,0.418767
1,0,0,0.4,1,1,0.175528
0,0,0.5,0.6,0,0.916667,0.47246
1,0,0.5,0.4,0,0.541667,0.435285
1,0,0,0.6,0,0.3125,0.164711
0,0,0.5,0.6,0,0.291667,0.386542
1,0,0.5,1,0,0.145833,0.473554
1,1,0.5,0.4,1,0,0.574799
1,0,0.5,0.4,0,0.583333,0.254788
1,0,0.5,0.8,0,0.854167,0.313802
1,0,0.5,0.8,0,0.3125,0.509333
0,0,0.5,0.6,0,0.979167,0.347004
1,0,0.5,0.4,0,0.270833,0.565096
1,0,0.5,0.8,0,0.145833,0.359754
0,1,0.5,0.4,1,0.020833,0.382354
1,1,0.5,0.8,0,0.958333,0.75882
0,0,0.5,0.6,0,0.4375,0.435305
0,0,0.5,0.6,0,0.166667,0.202765
1,0,0.5,1,0,0.8125,0.406554
1,0,1,0.8,0,0.75,0.688765
1,0,0.5,1,0,0.458333,0.435285
1,0,0.5,1,0,0.625,0.657487
1,0,0.5,1,0,0.229167,0.282572
1,1,0.5,0.8,0,0.770833,0.393297
1,1,0.5,0.4,0,0.229167,0.392204
1,1,0.5,0.2,0,0.208333,0.393297
1,0,0.5,0.4,0,0.333333,0.608831
0,0,0.5,0.8,0,0.458333,0.27197
0,1,0.5,0.4,0,0.145833,0.429379
0,0,0.5,1,0,0.6875,0.330779
0,0,0.5,0.8,0,0.020833,0.521751
1,0,1,1,0,0.895833,0.553947
1,0,0.5,0.8,0,0.3125,0.415956
1,0,0.5,0.4,0,0.375,0.397475
0,0,0.5,0.4,0,0.9375,0.443261
1,0,0.5,0.8,0,0.104167,0.370892
1,0,0.5,0.2,0,0.375,0.703165
0,0,0.5,1,0,0.833333,0.319054
1,1,0.5,1,0,0.583333,0.429379
1,1,0.5,0.4,0,0.25,0.478142
1,0,0.5,1,1,0.104167,0.457504
1,0,0.5,1,0,0.9375,0.45029
1,0,0.5,0.6,1,0.458333,0.514761
1,0,0.5,0.4,1,0.604167,0.440098
1,0,0.5,1,0,0.979167,0.401859
1,1,0.5,0.8,0,1,0.392204
1,0,0.5,0.8,0,0.229167,0.522571
0,0,0.5,0.8,1,0.875,0.269539
1,0,0.5,0.4,0,0.375,0.734873
0,0,0.5,0.8,0,0.583333,0.415956
0,0,0.5,1,1,0.625,0.271853
1,0,0.5,0.4,0,0.104167,0.558096
0,0,0.5,1,0,0.625,0.401859
1,0,0.5,0.4,1,0.166667,0.440098
0,0,0.5,1,0,1,0.269657
1,0,0.5,0,1,0.4375,0.41823
0,1,0,0.8,1,0.333333,0.161177
1,0,0.5,1,0,0.333333,0.451823
0,0,0.5,0.4,0,0.041667,0.449743
1,0,0.5,0.8,0,0.458333,0.558096
1,0,0,0.4,1,0.416667,0.119433
0,1,0.5,0.4,0,0.104167,0.429379
0,0,0.5,0.8,1,0.770833,0.459037
0,0,0.5,1,0,0.958333,0.345666
0,0,0.5,1,0,0.8125,0.459154
1,0,0.5,0.8,0,0.354167,0.439473
0,1,0.5,0.6,1,0.333333,0.407511
1,1,0.5,1,0,0.833333,0.424683
0,0,0.5,0.6,0,0.708333,0.359207
1,0,0.5,0.4,0,0.9375,0.359754
0,0,0.5,0,0,0.708333,0.395591
1,0,0.5,0.8,0,0.708333,0.559043
0,0,0.5,1,0,0.854167,0.381299
1,0,0.5,0.4,0,0.083333,0.423463
1,0,0.5,1,0,0.8125,0.471133
1,0,0.5,1,0,0.3125,0.558096
1,0,0.5,0.8,0,0.416667,0.366607
1,1,0.5,0.4,0,0.145833,0.478142
0,0,0.5,1,1,0.3125,0.323965
1,0,0,0.4,0,0.770833,0.164711
1,0,0.5,0.8,0,0.729167,0.469317
0,0,0.5,0.4,0,0.104167,0.324668
1,0,0.5,0.8,0,0.604167,0.571959
0,0,0.5,0.8,0,0.479167,0.443261
1,0,0.5,0,1,0.395833,0.448289
1,1,0.5,1,0,0.875,0.424683
1,0,0.5,1,0,0.854167,0.487465
0,0,0.5,0.6,0,0.1875,0.423463
1,0,0.5,1,0,0.125,0.436398
1,1,0.5,0.4,0,0.541667,0.393297
1,1,0.5,1,0,0.375,0.515756
1,0,0,0.8,1,0.1875,0.296894
1,0,0.5,1,0,0.770833,0.385194
1,1,0.5,1,1,0.75,0.549651
1,1,0,0.8,1,0.604167,0.169924
1,1,0.5,1,0,0.9375,0.515756
0,0,0.5,0.4,0,0.8125,0.328924
1,0,0.5,1,0,0.166667,0.31513
1,0,0.5,0.8,1,0.791667,0.448289
1,0,0.5,0.8,0,0.479167,0.417605
0,0,0.5,0.4,0,0.854167,0.384101
1,0,0.5,0.6,0,0.354167,0.283734
1,0,0.5,0.8,0,0.9375,0.444823
1,0,0.5,0.4,0,1,0.31513
1,0,0.5,0.8,0,0.666667,0.488558
0,0,0.5,0.8,0,0.083333,0.473554
1,0,0.5,0.4,0,0.229167,0.45029
1,0,0,1,0,0.625,0.085518
1,0,0.5,0.8,0,0.291667,0.488558
1,0,0.5,1,0,0.291667,0.286175
0,1,0.5,0.8,0,0.645833,0.429379
1,0,0.5,0.8,0,0.479167,0.488558
1,0,0.5,0.8,0,0.666667,0.613859
1,1,0.5,0.4,0,0.1875,0.614161
1,0,0.5,1,0,1,0.558096
1,0,0,0.4,0,0.354167,0.085518
1,1,0.5,0.6,0,0.333333,0.448513
1,0,0.5,0.2,0,0.5625,0.313802
0,0,0.5,0.4,0,0.25,0.435305
0,0,0.5,0.8,0,0.854167,0.27197
0,1,0.5,1,0,0.666667,0.478142
0,0,0.5,0.4,0,0.083333,0.328924
1,0,0,0.8,1,0.1875,0.183611
0,0,0.5,1,0,0.083333,0.415956
1,0,0.5,0.8,0,0.145833,0.608831
0,1,0.5,1,0,0.666667,0.373616
1,0,0.5,0,1,1,0.328016
1,0,0.5,1,1,0.9375,0.466906
1,0,0.5,1,0,0.833333,0.586378
1,0,0,0.4,0,0.666667,0.085518
0,0,0.5,0.8,0,0.083333,0.368286
1,0,0.5,0.4,0,0.270833,0.388709
1,0,0.5,0.6,0,0.958333,0.253676
1,0,0.5,1,0,0.9375,0.387635
0,0,0.5,0.6,0,0.791667,0.424537
1,0,0.5,0.4,0,0.4375,0.472158
1,0,0.5,0.6,0,0.145833,0.409405
1,0,0.5,0.8,0,0.395833,0.362936
1,0,0.5,0,1,0.666667,0.354355
1,0,0.5,0.4,0,0.708333,0.479929
1,0,0.5,0.8,0,0.020833,0.468087
1,0,0.5,0.8,0,0.833333,0.486879
0,1,0.5,0.4,0,0.604167,0.39111
1,0,0.5,1,0,0.708333,0.509333
1,0,0.5,0.4,0,0.208333,0.385194
1,0,0.5,0.8,0,0.791667,0.467901
1,0,0.5,0.6,0,0.916667,0.253676
0,0,0.5,0.4,0,0.541667,0.297333
0,1,0.5,0.6,0,0.208333,0.429379
1,0,0.5,1,1,0.145833,0.401742
0,0,0.5,0.4,0,0.4375,0.415956
1,0,0,0.2,0,1,0.21938
0,0,0.5,0.8,0,0.979167,0.330779
1,0,0.5,1,0,0.6875,0.283734
0,0,0.5,0.8,0,0.8125,0.192143
0,0,0.5,0.4,0,0.625,0.229318
1,0,0.5,0.6,0,0.291667,0.253676
1,1,0.5,0.4,0,0.916667,0.515756
1,0,0.5,0.8,0,0.833333,0.526622
1,0,0.5,1,0,0.125,0.670568
0,1,0.5,1,0,0.854167,0.39111
1,1,0.5,0,1,0.604167,0.407511
1,0,0.5,0.8,0,0.291667,0.507888
1,0,0.5,0.8,0,0.5,0.439473
1,1,0.5,1,0,0.083333,0.478142
0,0,0.5,0.4,1,0.208333,0.401742
1,0,0.5,0.6,0,0.958333,0.253676
0,1,0.5,1,0,0.5625,0.478142
0,0,0.5,0,0,0.854167,0.395591
1,0,0.5,0.8,0,0.604167,0.538308
1,0,0.5,0.8,0,0.833333,0.478835
0,0,0.5,0,0,0.5625,0.395591
1,0,0.5,1,1,0.1875,0.285735
1,0,0.5,0.8,0,0.979167,0.388709
0,0,0,1,0,0.166667,0.099108
0,0,0.5,0,0,0.479167,0.435305
1,0,0.5,0.4,0,0.208333,0.407648
1,0,0.5,0.8,0,0.520833,0.368286
0,0,0.5,1,0,1,0.459154
1,0,0.5,0.8,1,0.354167,0.404553
0,0,0.5,0.4,0,0.541667,0.229318
1,0,0.5,1,0,0.729167,0.558838
0,0,0.5,0.4,0,0.333333,0.387635
0,1,0.5,1,0,0.458333,0.478142
0,0,0.5,1,0,0.75,0.16762
0,0,0.5,0.2,0,0.166667,0.324668
1,0,0.5,1,0,1,0.31513
0,0,0.5,0.6,0,0.020833,0.439337
1,0,0.5,0.8,0,0.1875,0.47246
1,0,0.5,1,0,0.333333,0.344895
1,0,0.5,0.8,0,0.833333,0.359754
1,0,0.5,1,0,0.833333,0.471133
0,0,0.5,0.8,0,0.6875,0.277711
1,0,0.5,0.6,0,0.041667,0.59287
0,0,0.5,0.8,0,0.104167,0.27197
1,0,0.5,1,0,0.416667,0.31513
1,1,0.5,0.4,0,0.854167,0.393297
1,1,0.5,0.8,0,0.979167,0.393297
1,0,0.5,0.8,0,0.0625,0.744792
1,0,0,0.4,0,0.875,0.155964
0,0,0,0.4,0,0.604167,0.111525
1,0,0.5,0.4,0,0.604167,0.37387
0,0,0.5,0,0,0.125,0.435305
1,0,0.5,0.8,0,0.333333,0.52792
1,0,0.5,1,1,0.291667,0.470156
1,0,0.5,0.6,1,0.145833,0.384365
1,0,0.5,0.6,0,0.354167,0.452145
1,0,0.5,0.4,0,0.916667,0.401859
0,0,0.5,1,0,0.104167,0.368286
0,0,0.5,0.4,0,0.458333,0.366607
0,0,0,0.6,1,0.083333,0.098991
1,0,0.5,1,0,0.958333,0.509333
1,0,0.5,1,0,0.270833,0.423463
0,0,0.5,0.4,0,0.729167,0.47246
0,0,0.5,0.6,0,0.708333,0.416698
0,0,0.5,0.8,0,0.916667,0.473554
1,0,0.5,1,0,0.8125,0.487465
1,0,0.5,0.4,0,0.3125,0.359754
0,0,0.5,0.4,0,0.0625,0.406447
1,0,0.5,1,0,0.541667,0.285852
0,0,0.5,0,0,0.416667,0.395591
0,1,0.5,0.6,0,0.0625,0.478142
1,0,0.5,0.4,0,0.395833,0.387635
1,0,0.5,0.6,0,0.5625,0.343802
1,1,0.5,0.6,1,0.125,0.527784
1,0,0.5,1,0,0.895833,0.529775
1,1,0.5,0.8,1,0.083333,0.605414
1,0,0.5,1,0,0.229167,0.47246
1,0,0.5,0.8,0,0.375,0.473554
1,0,0.5,1,0,0.1875,0.558838
1,0,0.5,0.8,0,0.770833,0.471133
1,0,0.5,1,0,0.8125,0.436398
1,1,1,0.4,0,0.6875,0.515756
0,0,0.5,1,0,0.666667,0.328924
1,1,0.5,1,0,0.958333,0.461312
1,0,0.5,0.4,0,0.166667,0.31513
1,0,0.5,0.4,0,0.125,0.611067
0,0,0,0.4,0,0.458333,0.111525
0,0,0.5,1,1,0.375,0.271853
0,0,0.5,0.6,0,0.666667,0.188336
1,0,0.5,1,0,0.916667,0.756985
1,0,0.5,1,0,0.791667,0.435285
0,0,0.5,1,0,0.520833,0.416698
1,0,0.5,1,0,0.1875,0.254788
0,0,0.5,0.6,0,0.479167,0.386542
0,0,0.5,0.4,0,0.354167,0.435305
0,0,0.5,0.2,0,0.6875,0.279136
1,0,0,0.8,0,0.770833,0.117695
1,0,0.5,0.4,1,0.9375,0.384365
0,1,0.5,0.4,1,0.708333,0.407511
0,0,0,1,1,0.041667,0.132768
1,0,0.5,1,0,0.354167,0.6635
1,0,0,1,0,0.333333,0.276236
