@relation 'Clean_Dataset-weka.filters.unsupervised.instance.Resample-S1-Z5.0-weka.filters.unsupervised.attribute.Remove-R1,3-weka.filters.unsupervised.attribute.SwapValues-C5-F1-S6-weka.filters.unsupervised.attribute.SwapValues-C5-F2-S3-weka.filters.unsupervised.attribute.SwapValues-C3-F1-S6-weka.filters.unsupervised.attribute.SwapValues-C3-F5-S6-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C7-L1-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R10-11-weka.filters.unsupervised.attribute.NominalToBinary-R1,2,6-weka.filters.unsupervised.attribute.OrdinalToNumeric-R13-15-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-unset-class-temporarily'

@attribute airline=SpiceJet numeric
@attribute airline=AirAsia numeric
@attribute airline=Vistara numeric
@attribute airline=GO_FIRST numeric
@attribute airline=Indigo numeric
@attribute airline=Air_India numeric
@attribute source_city=Delhi numeric
@attribute source_city=Mumbai numeric
@attribute source_city=Bangalore numeric
@attribute source_city=Kolkata numeric
@attribute source_city=Hyderabad numeric
@attribute source_city=Chennai numeric
@attribute departure_time numeric
@attribute stops numeric
@attribute arrival_time numeric
@attribute destination_city=Mumbai numeric
@attribute destination_city=Bangalore numeric
@attribute destination_city=Kolkata numeric
@attribute destination_city=Hyderabad numeric
@attribute destination_city=Chennai numeric
@attribute destination_city=Delhi numeric
@attribute duration numeric
@attribute days_left numeric
@attribute price numeric

@data
0,0,1,0,0,0,0,0,0,1,0,0,0.4,0.5,0.8,0,0,0,0,1,0,0.276928,0.666667,0.424683
0,0,0,0,0,1,1,0,0,0,0,0,1,0.5,0.8,1,0,0,0,0,0,0.63996,0.75,0.38043
0,0,1,0,0,0,0,0,0,1,0,0,0.4,0.5,1,0,1,0,0,0,0,0.299202,0.875,0.478142
0,0,1,0,0,0,0,0,0,1,0,0,0.8,0.5,0.8,0,1,0,0,0,0,0.700798,0.520833,0.478142
0,0,1,0,0,0,0,0,0,0,1,0,0.4,0.5,0.4,0,0,1,0,0,0,0.700798,0.9375,0.56367
0,0,1,0,0,0,0,1,0,0,0,0,1,0.5,0.4,0,0,0,1,0,0,0.351729,0.708333,0.514478
0,0,0,0,0,1,1,0,0,0,0,0,0.2,0.5,0.8,0,1,0,0,0,0,0.310173,0.916667,0.297333
0,0,0,0,0,1,0,0,0,0,1,0,0.4,0.5,0.4,0,0,0,0,1,0,0.678524,0.375,0.386542
0,0,1,0,0,0,0,0,1,0,0,0,0.4,0.5,1,1,0,0,0,0,0,0.371011,0.729167,0.53697
0,0,1,0,0,0,0,0,0,0,1,0,1,0.5,0.6,1,0,0,0,0,0,0.49867,0.979167,0.452145
0,0,1,0,0,0,1,0,0,0,0,0,0.8,0.5,0.2,0,0,0,1,0,0,0.36004,0.833333,0.464074
0,0,0,0,0,1,0,0,0,0,1,0,0.4,0.5,1,0,1,0,0,0,0,0.251995,0.5625,0.435305
0,0,0,0,0,1,0,0,1,0,0,0,0.2,1,0.4,0,0,0,0,1,0,0.905918,0.020833,0.463625
0,0,1,0,0,0,0,0,0,0,1,0,1,0.5,0.4,0,1,0,0,0,0,0.468085,0.416667,0.500586
0,0,1,0,0,0,0,0,1,0,0,0,0.4,0.5,0.8,0,0,0,0,0,1,0.246343,0.854167,0.41823
0,0,0,0,0,1,0,0,0,0,1,0,0.4,0.5,0.8,0,0,0,0,0,1,0.213098,0.166667,0.252319
0,0,1,0,0,0,0,0,0,0,0,1,1,0.5,0.4,0,0,1,0,0,0,0.376662,0.520833,0.423463
0,0,0,0,0,1,0,0,0,0,1,0,0.2,0.5,0.8,0,1,0,0,0,0,0.285239,0.291667,0.435305
0,0,1,0,0,0,0,0,1,0,0,0,0.2,0,0.4,0,0,0,0,0,1,0.049867,0.958333,0.204258
0,0,1,0,0,0,0,0,1,0,0,0,0.8,0.5,0.2,0,0,0,1,0,0,0.407247,1,0.253676
0,0,1,0,0,0,0,0,1,0,0,0,0.2,0.5,1,0,0,1,0,0,0,0.451463,0.666667,0.571959
0,0,0,0,0,1,0,1,0,0,0,0,1,0.5,0.4,0,0,0,0,0,1,0.384973,0.208333,0.284095
0,0,1,0,0,0,0,0,0,0,0,1,0.2,0.5,1,0,1,0,0,0,0,0.42387,0.5625,0.313802
0,0,1,0,0,0,0,0,0,0,0,1,0.4,0.5,1,1,0,0,0,0,0,0.362699,0.0625,0.592938
0,0,1,0,0,0,0,0,0,0,0,1,1,0.5,0.6,0,0,0,1,0,0,0.476396,0.104167,0.385194
0,0,1,0,0,0,0,0,1,0,0,0,0.2,0.5,1,1,0,0,0,0,0,0.487367,0.354167,0.687858
0,0,1,0,0,0,0,0,1,0,0,0,0.8,0.5,0.4,0,0,0,1,0,0,0.487367,0.5,0.435285
0,0,0,0,0,1,0,0,0,1,0,0,0.4,0.5,0.4,0,0,0,1,0,0,0.761636,0.416667,0.39111
0,0,0,0,0,1,1,0,0,0,0,0,0.4,0,0.4,0,0,0,1,0,0,0.033245,0.8125,0.116602
0,0,0,0,0,1,1,0,0,0,0,0,0.8,0.5,1,0,0,0,1,0,0,0.844747,0.333333,0.266718
0,0,1,0,0,0,0,1,0,0,0,0,1,0.5,0.4,0,0,1,0,0,0,0.279588,0.9375,0.543228
0,0,0,0,0,1,0,0,0,0,0,1,0.2,0.5,1,1,0,0,0,0,0,0.462434,0.416667,0.366607
0,0,1,0,0,0,0,0,1,0,0,0,1,0.5,0.6,0,0,0,0,0,1,0.520612,0.270833,0.297958
0,0,1,0,0,0,1,0,0,0,0,0,0.2,0.5,0.8,0,0,1,0,0,0,0.329455,0.125,0.522571
0,0,1,0,0,0,0,0,1,0,0,0,1,0.5,0.4,0,0,1,0,0,0,0.374003,0.083333,0.648222
0,0,1,0,0,0,0,0,1,0,0,0,0.4,0.5,0.8,0,0,1,0,0,0,0.307513,0.0625,0.503514
0,0,1,0,0,0,0,0,0,0,0,1,0.2,0.5,1,0,1,0,0,0,0,0.506981,0.583333,0.471133
0,0,0,0,0,1,0,0,0,1,0,0,0.8,0.5,1,0,0,0,0,0,1,0.891955,0.1875,0.311518
0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.035904,0.833333,0.155964
0,0,1,0,0,0,0,1,0,0,0,0,0.8,0.5,1,0,0,1,0,0,0,0.132979,0.229167,0.444823
0,0,0,0,0,1,1,0,0,0,0,0,0.6,0.5,0.8,1,0,0,0,0,0,0.113364,0.875,0.246559
0,0,1,0,0,0,0,0,0,0,1,0,0.4,0.5,0.4,0,0,0,0,1,0,0.869681,0.1875,0.286175
0,0,0,0,0,1,1,0,0,0,0,0,1,0.5,0.8,0,0,0,0,1,0,0.739694,0.041667,0.359031
0,0,1,0,0,0,0,0,0,0,0,1,0.2,0.5,1,1,0,0,0,0,0,0.432181,0.979167,0.586378
0,0,0,0,0,1,0,0,0,0,0,1,0.2,0.5,1,0,0,0,0,0,1,0.42387,0.791667,0.347394
0,0,1,0,0,0,0,0,0,0,1,0,0.8,0.5,0.4,0,0,1,0,0,0,0.457114,0.354167,0.627858
0,0,1,0,0,0,0,0,0,0,1,0,0.4,0.5,0.8,1,0,0,0,0,0,0.166223,0.645833,0.331872
0,0,1,0,0,0,0,1,0,0,0,0,0.4,0.5,0.6,0,1,0,0,0,0,0.113364,0.333333,0.229514
0,0,0,0,0,1,0,1,0,0,0,0,0.4,0.5,1,0,0,0,0,0,1,0.326795,0.895833,0.252729
0,0,1,0,0,0,1,0,0,0,0,0,0.6,0.5,1,1,0,0,0,0,0,0.265957,0.416667,0.401859
0,0,0,0,0,1,0,0,0,1,0,0,1,0.5,0.4,1,0,0,0,0,0,0.271277,0.520833,0.329734
0,0,1,0,0,0,0,0,0,1,0,0,0.2,0.5,1,0,1,0,0,0,0,0.401596,0.916667,0.478142
0,0,1,0,0,0,0,0,1,0,0,0,0.4,0.5,0.8,0,0,0,0,0,1,0.335106,0.5,0.374495
0,0,1,0,0,0,0,0,1,0,0,0,0.2,0.5,0.8,0,0,0,0,0,1,0.395944,0.3125,0.374495
0,0,1,0,0,0,0,0,0,0,1,0,0.6,0.5,1,0,0,0,0,1,0,0.28258,0.6875,0.638021
0,0,0,0,0,1,0,0,0,0,0,1,0.2,0.5,1,0,1,0,0,0,0,0.42387,0.354167,0.471133
0,0,1,0,0,0,0,0,1,0,0,0,0.2,0.5,0.8,0,0,1,0,0,0,0.29621,0.083333,0.473554
0,0,1,0,0,0,0,0,0,0,0,1,0.2,0.5,0.4,0,0,1,0,0,0,0.842088,0.958333,0.423463
0,0,0,0,0,1,0,1,0,0,0,0,0.2,0.5,1,0,0,1,0,0,0,0.468085,0.4375,0.368286
0,0,1,0,0,0,0,1,0,0,0,0,0.4,0.5,0.8,0,0,1,0,0,0,0.265957,0.666667,0.566189
0,0,1,0,0,0,0,0,1,0,0,0,0.2,0.5,1,0,0,0,0,1,0,0.451463,0.416667,0.47246
0,0,0,0,0,1,0,0,0,0,0,1,0.4,0.5,1,0,0,0,1,0,0,0.393285,0.1875,0.267802
0,0,1,0,0,0,0,0,1,0,0,0,0.4,0.5,0.8,0,0,0,0,0,1,0.207779,0.375,0.41823
0,0,1,0,0,0,0,1,0,0,0,0,0.4,0.5,0.8,0,0,0,1,0,0,0.329455,0.979167,0.472158
0,0,1,0,0,0,0,0,0,0,1,0,0.4,0.5,0.4,0,0,1,0,0,0,0.797872,0.833333,0.359754
0,0,1,0,0,0,0,0,1,0,0,0,0.4,0.5,1,1,0,0,0,0,0,0.310173,0.166667,0.613507
0,0,1,0,0,0,0,1,0,0,0,0,0.4,0.5,1,0,0,0,1,0,0,0.326795,0.3125,0.45029
0,0,0,0,0,1,0,1,0,0,0,0,0.2,0.5,0.8,0,1,0,0,0,0,0.235372,0.1875,0.415956
0,0,1,0,0,0,0,0,0,0,1,0,0.4,0.5,1,0,0,0,0,1,0,0.290891,0.375,0.387635
0,0,1,0,0,0,0,0,0,0,1,0,1,0.5,0.6,1,0,0,0,0,0,0.540226,0.833333,0.397475
0,0,1,0,0,0,0,1,0,0,0,0,0.2,0.5,1,0,0,1,0,0,0,0.468085,0.979167,0.510426
0,0,1,0,0,0,0,0,1,0,0,0,0.8,0.5,0.8,0,0,0,1,0,0,0.670213,0.041667,0.446219
0,0,1,0,0,0,1,0,0,0,0,0,0.4,0.5,1,1,0,0,0,0,0,0.384973,0.604167,0.401859
0,0,0,0,0,1,0,1,0,0,0,0,1,0.5,0.4,0,0,1,0,0,0,0.343418,0.604167,0.368286
0,0,0,0,0,1,0,0,0,1,0,0,0.2,0.5,1,1,0,0,0,0,0,0.445811,0.458333,0.373616
0,0,0,0,0,1,0,1,0,0,0,0,0.8,0.5,0.6,0,0,1,0,0,0,0.64262,0.645833,0.368286
0,0,0,0,0,1,0,0,0,1,0,0,0.4,0.5,0.8,0,0,0,1,0,0,0.257646,0.875,0.39111
0,0,1,0,0,0,0,1,0,0,0,0,0.4,0.5,1,0,1,0,0,0,0,0.293551,0.416667,0.536228
0,0,1,0,0,0,0,0,0,0,0,1,0.4,0.5,0,0,0,0,0,0,1,0.465426,0.5,0.328016
0,0,1,0,0,0,0,1,0,0,0,0,0.6,0.5,1,0,0,1,0,0,0,0.193816,0.125,0.737851
0,0,0,0,0,1,0,0,1,0,0,0,0.8,0.5,1,0,0,1,0,0,0,0.908577,0.291667,0.388709
0,0,0,0,0,1,1,0,0,0,0,0,0.2,0.5,1,0,0,0,1,0,0,0.412566,0.375,0.266718
0,0,1,0,0,0,0,1,0,0,0,0,1,0.5,0.6,0,0,0,1,0,0,0.420878,0.541667,0.330017
0,0,0,0,0,1,1,0,0,0,0,0,0.4,0.5,0.4,0,0,0,0,1,0,0.822806,0.479167,0.324668
0,0,1,0,0,0,0,0,1,0,0,0,1,0.5,0.8,0,0,0,0,0,1,0.695146,0.916667,0.430258
0,0,1,0,0,0,0,0,1,0,0,0,0.2,0.5,0.6,0,0,0,0,0,1,0.207779,0.5,0.41823
0,0,0,0,0,1,1,0,0,0,0,0,0.2,0.5,1,0,0,1,0,0,0,0.515293,0.6875,0.402298
0,0,0,0,0,1,0,1,0,0,0,0,0.2,0.5,0,0,0,0,0,0,1,0.528923,0.270833,0.229611
0,0,0,0,0,1,0,0,1,0,0,0,0.2,0.5,0.8,1,0,0,0,0,0,0.354388,0.604167,0.416698
0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.021941,0.354167,0.140539
0,0,0,0,0,1,0,0,0,1,0,0,0.6,0.5,0.8,0,1,0,0,0,0,0.941822,0.041667,0.404231
0,0,1,0,0,0,0,1,0,0,0,0,0.8,0.5,0.8,0,0,1,0,0,0,0.703457,0.666667,0.510426
0,0,1,0,0,0,0,1,0,0,0,0,1,0.5,0.4,0,1,0,0,0,0,0.457114,0.479167,0.536228
0,0,1,0,0,0,0,0,0,1,0,0,1,0.5,0.6,0,0,0,1,0,0,0.49867,0.8125,0.392204
0,0,0,0,0,1,0,1,0,0,0,0,0.4,0.5,1,0,0,0,0,0,1,0.329455,0.5625,0.401742
0,0,1,0,0,0,0,0,0,1,0,0,0.8,0.5,0.8,0,1,0,0,0,0,0.700798,0.770833,0.478142
0,0,0,0,0,1,0,1,0,0,0,0,0.2,0.5,0.8,0,0,0,1,0,0,0.371011,0.166667,0.328924
0,0,1,0,0,0,0,0,0,0,0,1,0.6,0.5,0,0,0,0,0,0,1,0.374003,0.958333,0.328016
0,0,1,0,0,0,0,1,0,0,0,0,0.4,0.5,1,0,1,0,0,0,0,0.368351,1,0.536228
0,0,0,0,0,1,1,0,0,0,0,0,0.8,0.5,0.4,0,0,0,0,1,0,0.528923,0.791667,0.324668
0,0,0,0,0,1,1,0,0,0,0,0,0.6,0.5,1,0,1,0,0,0,0,0.249335,0.458333,0.395591
0,0,1,0,0,0,0,0,1,0,0,0,0.8,0.5,0.2,1,0,0,0,0,0,0.368351,0.708333,0.614601
0,0,1,0,0,0,1,0,0,0,0,0,0.8,0.5,1,1,0,0,0,0,0,0.160572,0.604167,0.475555
0,0,1,0,0,0,0,0,1,0,0,0,0.8,0.5,0.8,0,0,0,1,0,0,0.767287,0.666667,0.435285
0,0,1,0,0,0,1,0,0,0,0,0,0.6,0.5,0.8,0,0,0,0,1,0,0.196476,0.9375,0.448992
0,0,1,0,0,0,0,0,0,0,1,0,1,0.5,0.8,0,0,0,0,0,1,0.64262,0.875,0.427104
0,0,0,0,0,1,1,0,0,0,0,0,0.8,0.5,0.8,0,1,0,0,0,0,0.742354,0.3125,0.297333
0,0,1,0,0,0,1,0,0,0,0,0,0.4,0.5,0.8,0,0,1,0,0,0,0.204787,0.125,0.618789
0,0,1,0,0,0,0,0,0,0,1,0,0.2,0.5,0.8,0,0,1,0,0,0,0.384973,0.479167,0.469317
0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.005319,0.854167,0.054162
0,0,1,0,0,0,0,0,0,1,0,0,1,0.5,0.6,0,0,0,1,0,0,0.49867,0.8125,0.392204
0,0,0,0,0,1,0,1,0,0,0,0,1,0.5,0.8,0,0,0,0,0,1,0.700798,0.4375,0.284095
0,0,1,0,0,0,0,0,0,0,1,0,1,0.5,0.4,0,1,0,0,0,0,0.398936,0.5625,0.254788
0,0,0,0,0,1,1,0,0,0,0,0,0.2,0.5,0.8,0,1,0,0,0,0,0.310173,0.916667,0.297333
0,0,1,0,0,0,1,0,0,0,0,0,0.8,0.5,0.4,1,0,0,0,0,0,0.503989,0.083333,0.285852
0,0,0,0,0,1,0,1,0,0,0,0,1,0.5,0.4,0,0,0,1,0,0,0.343418,0.895833,0.328924
0,0,1,0,0,0,0,1,0,0,0,0,0.6,0.5,1,0,0,0,1,0,0,0.310173,0.6875,0.330017
0,0,1,0,0,0,0,0,0,0,0,1,0.6,0.5,1,0,1,0,0,0,0,0.304521,0.104167,0.313802
0,0,0,0,0,1,1,0,0,0,0,0,0.8,0.5,1,0,0,0,1,0,0,0.883644,0.625,0.266718
0,0,1,0,0,0,0,1,0,0,0,0,0.4,1,1,0,0,0,0,1,0,0.276928,0.875,0.553947
0,0,0,0,0,1,0,1,0,0,0,0,0.6,0.5,0,0,1,0,0,0,0,0.232713,0.791667,0.415956
0,0,1,0,0,0,0,0,0,0,0,1,0.6,0.5,0.8,0,1,0,0,0,0,0.185505,0.4375,0.313802
0,0,1,0,0,0,0,0,0,0,0,1,0.6,0.5,0.8,0,0,1,0,0,0,0.902926,0.395833,0.418767
0,0,1,0,0,0,1,0,0,0,0,0,0.8,0,1,1,0,0,0,0,0,0.038564,0.520833,0.241248
0,0,0,0,0,1,0,1,0,0,0,0,0.8,0.5,0.6,0,0,1,0,0,0,0.542886,0.041667,0.402074
0,0,1,0,0,0,0,0,0,0,0,1,0.4,0.5,1,0,0,0,1,0,0,0.332447,0.854167,0.283734
0,0,1,0,0,0,0,0,0,1,0,0,1,0.5,0.4,0,1,0,0,0,0,0.440492,0.104167,0.478142
0,0,1,0,0,0,0,0,1,0,0,0,0.8,0.5,0,0,0,0,0,0,1,0.152261,0.979167,0.41823
0,0,1,0,0,0,0,0,1,0,0,0,0.2,0,0.4,1,0,0,0,0,0,0.01363,0.770833,0.085518
0,0,1,0,0,0,1,0,0,0,0,0,0.4,0.5,1,0,0,0,0,1,0,0.340758,0.125,0.394322
0,0,1,0,0,0,0,1,0,0,0,0,0.6,0.5,1,0,1,0,0,0,0,0.213098,0.270833,0.613859
0,0,0,0,0,1,1,0,0,0,0,0,0.8,0.5,0.4,0,1,0,0,0,0,0.49867,0.875,0.297333
0,0,1,0,0,0,0,0,0,0,1,0,1,0.5,0.4,0,0,1,0,0,0,0.362699,0.875,0.397583
0,0,1,0,0,0,0,1,0,0,0,0,0.2,0.5,0.8,0,0,0,1,0,0,0.276928,0.604167,0.472158
0,0,1,0,0,0,0,0,1,0,0,0,0.8,0.5,0.4,0,0,0,0,1,0,0.420878,0.3125,0.31513
0,0,1,0,0,0,0,0,1,0,0,0,0.8,0.5,0.4,1,0,0,0,0,0,0.490359,0.3125,0.554904
0,0,1,0,0,0,0,0,1,0,0,0,0.4,0.5,0.8,0,0,0,0,1,0,0.179854,0.229167,0.47246
0,0,1,0,0,0,0,0,0,1,0,0,0.4,1,0.8,1,0,0,0,0,0,0.168883,0.0625,0.519037
0,0,0,0,0,1,0,0,0,0,0,1,0.2,0.5,0.4,0,0,0,1,0,0,0.853059,0.9375,0.384101
0,0,1,0,0,0,1,0,0,0,0,0,0.4,0.5,1,0,0,0,0,1,0,0.412566,0.375,0.394322
0,0,0,0,0,1,0,0,0,0,1,0,0.2,0,0.4,0,0,1,0,0,0,0.030253,0.25,0.078099
0,0,0,0,0,1,1,0,0,0,0,0,0.8,0.5,0.4,0,1,0,0,0,0,0.49867,0.541667,0.297333
0,0,1,0,0,0,0,0,0,0,1,0,0.6,0,0.6,1,0,0,0,0,0,0.01363,0.916667,0.056563
0,0,0,0,0,1,0,0,1,0,0,0,0.4,0.5,0.4,0,0,0,0,1,0,0.709109,0.395833,0.47246
0,0,0,0,0,1,0,0,0,0,1,0,0.6,0.5,0,0,1,0,0,0,0,0.332447,0.645833,0.435305
0,0,1,0,0,0,0,0,0,0,0,1,0.6,0.5,1,0,0,0,0,0,1,0.310173,0.270833,0.448289
0,0,1,0,0,0,0,0,1,0,0,0,0.8,0.5,0.4,0,0,1,0,0,0,0.418218,0.333333,0.571959
0,0,1,0,0,0,0,0,1,0,0,0,0.4,0.5,0.8,0,0,1,0,0,0,0.204787,0.4375,0.388709
0,0,0,0,0,1,0,1,0,0,0,0,0.8,0,1,0,0,0,0,0,1,0.041556,0.833333,0.098991
0,0,1,0,0,0,0,0,0,0,0,1,0.2,0.5,0.6,0,0,0,0,0,1,0.196476,0.458333,0.448289
0,0,1,0,0,0,1,0,0,0,0,0,0.8,0.5,0.8,0,0,1,0,0,0,0.659242,0.666667,0.599108
0,0,1,0,0,0,0,1,0,0,0,0,1,0.5,0.8,0,0,0,0,1,0,0.545545,0.729167,0.367193
0,0,1,0,0,0,0,1,0,0,0,0,0.8,0.5,0.4,0,0,0,1,0,0,0.495678,0.145833,0.484185
0,0,1,0,0,0,0,0,0,0,1,0,0.6,0.5,1,0,0,0,0,0,1,0.260306,0.1875,0.488773
0,0,1,0,0,0,0,1,0,0,0,0,1,0.5,0.8,0,0,1,0,0,0,0.603723,0.395833,0.368286
0,0,0,0,0,1,0,1,0,0,0,0,0.8,0.5,1,0,0,0,1,0,0,0.146609,0.208333,0.406447
0,0,1,0,0,0,0,0,0,0,1,0,0.6,0.5,1,0,1,0,0,0,0,0.290891,0.6875,0.254788
0,0,0,0,0,1,0,0,1,0,0,0,1,0.5,0.8,1,0,0,0,0,0,0.659242,0.791667,0.416698
0,0,1,0,0,0,1,0,0,0,0,0,1,0.5,0.2,0,0,0,1,0,0,0.299202,0.916667,0.387537
0,0,0,0,0,1,0,0,0,0,1,0,0.6,0.5,0.4,0,0,1,0,0,0,0.625997,0.0625,0.387635
0,0,0,0,0,1,0,1,0,0,0,0,0.2,0.5,1,0,1,0,0,0,0,0.395944,0.604167,0.415956
0,0,1,0,0,0,0,1,0,0,0,0,0.2,0.5,0.8,0,1,0,0,0,0,0.337766,0.979167,0.558096
0,0,1,0,0,0,0,0,0,0,0,1,1,0.5,0.4,0,0,0,0,0,1,0.362699,0.5625,0.404553
0,0,1,0,0,0,0,1,0,0,0,0,0.2,0.5,0.8,0,0,0,0,0,1,0.318484,0.354167,0.573843
0,0,1,0,0,0,0,0,1,0,0,0,0.2,0.5,0.8,0,0,0,1,0,0,0.390625,0.3125,0.435285
0,0,0,0,0,1,0,0,0,0,0,1,0.6,0.5,1,0,0,0,0,0,1,0.254654,0.104167,0.388943
0,0,1,0,0,0,0,0,0,1,0,0,0.8,0.5,1,0,1,0,0,0,0,0.814495,0.604167,0.576547
0,0,1,0,0,0,0,1,0,0,0,0,0.6,0.5,1,0,0,0,1,0,0,0.199468,0.875,0.45029
0,0,1,0,0,0,0,0,0,1,0,0,0.6,0.5,1,1,0,0,0,0,0,0.157912,0.541667,0.691792
0,0,0,0,0,1,0,0,1,0,0,0,0.2,0,0.4,0,0,0,1,0,0,0.00266,0.9375,0
0,0,1,0,0,0,0,0,0,0,0,1,0.4,0.5,1,0,1,0,0,0,0,0.35738,0.145833,0.471133
0,0,1,0,0,0,0,0,0,0,1,0,0.2,0,0.4,0,0,0,0,0,1,0.033245,0.5625,0.119433
0,0,0,0,0,1,0,0,0,1,0,0,0.6,0.5,0.4,0,0,0,0,1,0,0.606715,0.645833,0.429379
0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0.058178,0.4375,0.195072
0,0,0,0,0,1,0,0,0,1,0,0,0.8,0.5,0.8,0,0,0,0,0,1,0.742354,0.833333,0.311518
0,0,0,0,0,1,1,0,0,0,0,0,0.6,0,0.8,0,1,0,0,0,0,0.052527,0.541667,0.203634
0,0,1,0,0,0,0,0,1,0,0,0,0.2,0.5,0.8,0,0,0,0,1,0,0.401596,0.9375,0.31513
0,0,1,0,0,0,0,0,0,1,0,0,1,0.5,1,0,0,0,0,1,0,0.753324,0.4375,0.429379
0,0,1,0,0,0,0,1,0,0,0,0,0.2,0.5,1,0,1,0,0,0,0,0.42387,0.208333,0.492493
0,0,0,0,0,1,0,0,0,1,0,0,0.6,0.5,0.4,1,0,0,0,0,0,0.545545,0.229167,0.373616
0,0,1,0,0,0,0,0,0,1,0,0,0.4,0.5,0.8,0,0,0,0,0,1,0.271277,0.395833,0.484048
0,0,1,0,0,0,0,1,0,0,0,0,0.4,0.5,1,0,0,0,0,1,0,0.426529,0.166667,0.509333
0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,0.4,0,1,0,0,0,0,0.052527,0.625,0.203634
0,0,1,0,0,0,0,0,0,0,0,1,1,0.5,0.8,0,0,1,0,0,0,0.709109,0.958333,0.439864
0,0,1,0,0,0,0,0,0,0,0,1,0.4,0.5,0.6,0,0,0,0,0,1,0.119016,0.208333,0.405647
0,0,1,0,0,0,0,0,0,0,0,1,0.2,0.5,0.8,0,1,0,0,0,0,0.318484,0.5625,0.313802
0,0,1,0,0,0,0,0,0,0,1,0,0.4,0.5,1,0,0,0,0,1,0,0.351729,0.770833,0.657487
0,0,0,0,0,1,1,0,0,0,0,0,0.8,0.5,0.8,0,1,0,0,0,0,0.742354,0.5,0.297333
0,0,1,0,0,0,0,1,0,0,0,0,0.6,0.5,1,0,0,0,0,0,1,0.196476,0.979167,0.459037
