@relation 'Clean_Dataset-weka.filters.unsupervised.instance.Resample-S1-Z5.0-weka.filters.unsupervised.attribute.Remove-R1,3-weka.filters.unsupervised.attribute.SwapValues-C5-F1-S6-weka.filters.unsupervised.attribute.SwapValues-C5-F2-S3-weka.filters.unsupervised.attribute.SwapValues-C3-F1-S6-weka.filters.unsupervised.attribute.SwapValues-C3-F5-S6-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C7-L2-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C10-L2-weka.filters.unsupervised.attribute.Remove-R10-11-weka.filters.unsupervised.attribute.NominalToBinary-R1,2,6-weka.filters.unsupervised.attribute.OrdinalToNumeric-R13-15'

@attribute airline=SpiceJet numeric
@attribute airline=AirAsia numeric
@attribute airline=Vistara numeric
@attribute airline=GO_FIRST numeric
@attribute airline=Indigo numeric
@attribute airline=Air_India numeric
@attribute source_city=Delhi numeric
@attribute source_city=Mumbai numeric
@attribute source_city=Bangalore numeric
@attribute source_city=Kolkata numeric
@attribute source_city=Hyderabad numeric
@attribute source_city=Chennai numeric
@attribute departure_time numeric
@attribute stops numeric
@attribute arrival_time numeric
@attribute destination_city=Mumbai numeric
@attribute destination_city=Bangalore numeric
@attribute destination_city=Kolkata numeric
@attribute destination_city=Hyderabad numeric
@attribute destination_city=Chennai numeric
@attribute destination_city=Delhi numeric
@attribute duration numeric
@attribute days_left numeric
@attribute price numeric

@data
0,1,0,0,0,0,1,0,0,0,0,0,1,2,4,0,0,1,0,0,0,11.75,37,2480
0,0,0,0,1,0,0,0,0,1,0,0,1,1,3,0,0,0,1,0,0,8.58,12,11739
0,0,1,0,0,0,0,0,1,0,0,0,4,1,2,0,0,0,0,1,0,16.83,8,11786
0,0,0,0,0,1,1,0,0,0,0,0,4,1,4,0,0,0,1,0,0,25.08,2,11113
0,0,1,0,0,0,1,0,0,0,0,0,4,1,2,0,0,1,0,0,0,16.92,25,6578
0,0,0,0,0,1,1,0,0,0,0,0,1,1,5,1,0,0,0,0,0,14.92,32,5761
1,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0,0,1,0,0,0,21.5,46,8050
0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,2.17,30,2464
0,0,0,0,0,1,0,0,1,0,0,0,1,1,5,1,0,0,0,0,0,16,42,6578
0,0,0,0,1,0,0,0,0,0,1,0,3,1,5,0,0,1,0,0,0,7.25,6,6663
0,0,0,0,1,0,0,0,1,0,0,0,2,1,4,1,0,0,0,0,0,9.92,1,22424
0,0,1,0,0,0,0,0,0,0,1,0,2,1,4,1,0,0,0,0,0,8.75,24,4416
0,0,1,0,0,0,1,0,0,0,0,0,4,0,5,0,0,0,0,1,0,2.83,9,7845
0,0,1,0,0,0,1,0,0,0,0,0,4,1,2,0,0,0,0,1,0,16.83,4,12570
0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,1,0,0,0,0,0,25.33,5,10643
0,0,0,1,0,0,0,1,0,0,0,0,2,1,4,0,0,0,0,0,1,9.33,15,4979
0,0,0,0,1,0,0,0,1,0,0,0,3,1,5,0,0,0,0,0,1,9,18,4001
0,0,0,0,0,1,1,0,0,0,0,0,4,1,2,0,0,1,0,0,0,14.83,2,12990
0,1,0,0,0,0,0,1,0,0,0,0,3,0,3,0,1,0,0,0,0,1.67,2,6651
0,0,0,0,1,0,1,0,0,0,0,0,1,1,3,0,0,1,0,0,0,8.75,6,8396
0,1,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,0,0,0,13.83,47,4056
0,0,0,0,0,1,0,1,0,0,0,0,1,1,5,0,0,0,1,0,0,16,11,8936
0,0,1,0,0,0,0,0,0,0,1,0,5,1,5,0,1,0,0,0,0,23.33,4,7927
0,0,1,0,0,0,0,1,0,0,0,0,2,1,4,0,0,0,0,0,1,5.25,42,4769
0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,16,11,7353
0,0,0,0,0,1,0,0,1,0,0,0,2,1,4,0,0,0,1,0,0,8.92,6,13054
0,0,1,0,0,0,0,0,0,0,1,0,3,1,5,1,0,0,0,0,0,10.42,5,10248
0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,5.67,32,4896
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.92,39,4500
0,0,0,0,0,1,1,0,0,0,0,0,1,2,2,0,0,1,0,0,0,27.92,42,9523
0,0,0,0,0,1,0,1,0,0,0,0,3,1,2,0,1,0,0,0,0,16.92,14,9779
0,0,0,1,0,0,0,0,1,0,0,0,5,1,3,1,0,0,0,0,0,13.83,39,4299
0,0,1,0,0,0,0,0,0,0,1,0,3,1,5,0,1,0,0,0,0,7,28,6776
0,0,0,1,0,0,0,0,1,0,0,0,1,1,4,1,0,0,0,0,0,11.75,12,5177
0,0,1,0,0,0,0,0,0,1,0,0,2,1,4,1,0,0,0,0,0,8.83,46,6067
0,0,1,0,0,0,0,0,0,0,1,0,2,1,5,0,0,0,0,1,0,11.75,24,8635
0,0,0,0,0,1,0,0,0,0,1,0,5,1,5,0,0,0,0,0,1,23,40,4387
0,0,1,0,0,0,0,0,0,0,1,0,3,1,4,0,0,0,0,1,0,7,36,6602
0,1,0,0,0,0,1,0,0,0,0,0,2,1,4,0,1,0,0,0,0,8.25,37,5220
0,0,1,0,0,0,1,0,0,0,0,0,4,1,2,0,0,1,0,0,0,14.75,46,7221
0,1,0,0,0,0,0,0,0,0,0,1,5,1,2,0,0,0,1,0,0,10.75,11,4200
0,0,0,0,0,1,0,1,0,0,0,0,5,1,3,0,0,0,0,0,1,16.42,49,6215
0,0,0,0,1,0,1,0,0,0,0,0,2,1,4,1,0,0,0,0,0,9.25,10,15720
0,0,0,0,1,0,0,0,0,0,0,1,2,1,4,1,0,0,0,0,0,6.67,16,4833
0,0,1,0,0,0,0,0,0,0,0,1,5,1,4,1,0,0,0,0,0,22,35,5037
0,0,1,0,0,0,0,0,0,0,0,1,5,1,5,0,0,1,0,0,0,25.67,17,6672
0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,1,0,0,0,0,4.67,13,6489
0,0,1,0,0,0,0,0,0,0,1,0,2,1,2,1,0,0,0,0,0,24.5,42,6593
0,0,1,0,0,0,0,1,0,0,0,0,1,1,4,0,0,1,0,0,0,11.58,48,5949
0,0,1,0,0,0,0,0,1,0,0,0,3,2,5,0,0,0,1,0,0,32.17,27,9960
0,0,1,0,0,0,0,0,1,0,0,0,2,1,5,0,0,1,0,0,0,13,19,8112
0,0,0,0,0,1,0,0,0,1,0,0,1,1,5,0,0,0,0,0,1,16.17,41,5093
0,0,1,0,0,0,0,0,1,0,0,0,4,1,2,0,0,0,0,0,1,13.08,32,3496
0,0,0,0,0,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,1,14.5,25,4294
0,0,0,0,0,1,0,1,0,0,0,0,5,1,2,0,0,0,0,1,0,11.42,45,4417
0,0,0,1,0,0,0,0,0,1,0,0,3,1,5,0,0,0,1,0,0,8.33,5,6488
0,0,0,0,1,0,0,0,1,0,0,0,3,0,3,0,0,0,0,1,0,1.08,8,3498
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.92,38,4500
0,0,0,0,1,0,0,0,0,0,1,0,2,0,3,1,0,0,0,0,0,1.5,40,3096
0,0,0,0,1,0,0,0,0,1,0,0,1,1,4,1,0,0,0,0,0,9.5,27,7959
0,0,0,0,1,0,0,0,0,0,0,1,4,1,5,0,0,0,1,0,0,5,7,4202
0,0,1,0,0,0,0,0,0,1,0,0,5,1,2,1,0,0,0,0,0,15.25,47,6067
0,0,0,0,0,1,0,0,0,1,0,0,1,1,5,0,1,0,0,0,0,13.08,9,17619
0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,17.17,26,6502
0,1,0,0,0,0,0,0,0,0,1,0,4,1,2,0,0,0,0,0,1,13.17,49,2228
0,0,1,0,0,0,0,0,0,1,0,0,2,2,4,0,1,0,0,0,0,6.83,48,8111
0,1,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,1,9.58,14,10017
0,0,0,1,0,0,0,0,0,0,0,1,4,0,4,0,0,0,1,0,0,1.25,42,1105
0,0,0,0,0,1,1,0,0,0,0,0,4,1,4,1,0,0,0,0,0,22.75,14,8797
0,0,0,1,0,0,0,0,1,0,0,0,2,1,4,0,0,0,0,0,1,6.58,42,4028
0,0,0,0,0,1,1,0,0,0,0,0,2,1,4,1,0,0,0,0,0,5.67,18,12833
0,0,1,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,1,0,22,49,3998
0,0,0,0,1,0,1,0,0,0,0,0,4,0,4,0,0,0,1,0,0,2.25,40,3013
0,0,1,0,0,0,0,0,0,1,0,0,2,2,5,0,1,0,0,0,0,13.08,49,8111
0,0,1,0,0,0,0,0,0,1,0,0,3,1,2,0,1,0,0,0,0,17.33,43,8111
0,0,1,0,0,0,0,0,0,0,1,0,5,1,2,0,0,0,0,1,0,14.25,39,6287
1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,2.75,46,2568
0,0,0,0,0,1,1,0,0,0,0,0,2,1,4,0,0,1,0,0,0,10,13,12150
0,0,1,0,0,0,1,0,0,0,0,0,1,1,5,0,0,0,1,0,0,15.17,21,5549
0,0,1,0,0,0,0,0,0,1,0,0,5,1,2,1,0,0,0,0,0,14.75,26,6067
0,0,0,0,0,1,1,0,0,0,0,0,4,1,3,1,0,0,0,0,0,20.83,7,9053
0,0,0,0,1,0,0,0,1,0,0,0,4,1,5,0,0,0,0,0,1,7.42,17,3788
0,0,1,0,0,0,0,0,0,0,0,1,1,1,5,0,0,0,0,0,1,14.92,40,5606
0,0,0,0,0,1,0,1,0,0,0,0,4,2,5,0,0,0,1,0,0,28.25,30,6277
0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1.58,27,2201
0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,0,1,0,0,0,0,25.92,15,10703
0,0,0,0,1,0,0,0,0,0,0,1,2,1,3,0,0,0,1,0,0,4.17,8,4585
0,1,0,0,0,0,0,0,0,0,1,0,4,1,1,1,0,0,0,0,0,11.5,2,7775
0,0,1,0,0,0,0,0,0,0,0,1,2,1,5,0,0,0,1,0,0,11.17,3,14283
0,0,1,0,0,0,0,0,0,0,1,0,5,1,5,0,0,0,0,0,1,24.33,4,10018
0,0,1,0,0,0,1,0,0,0,0,0,3,1,4,0,0,0,0,1,0,5.58,39,4979
0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,0,0,1,0,0,0,5.5,26,5955
0,0,1,0,0,0,0,1,0,0,0,0,4,1,5,0,0,0,1,0,0,5.33,40,4656
0,0,0,0,1,0,1,0,0,0,0,0,3,0,4,0,1,0,0,0,0,3,6,7425
0,0,0,0,0,1,1,0,0,0,0,0,2,1,4,0,0,1,0,0,0,5.42,13,10303
0,0,0,0,0,1,0,0,0,0,1,0,2,1,2,1,0,0,0,0,0,23.42,15,10542
0,0,0,0,1,0,1,0,0,0,0,0,2,1,4,0,0,0,0,1,0,10,36,5598
0,0,1,0,0,0,0,0,0,0,1,0,1,1,5,1,0,0,0,0,0,15.75,48,3471
0,1,0,0,0,0,0,1,0,0,0,0,1,1,4,0,0,0,0,0,1,14.58,46,4855
0,0,0,0,1,0,0,1,0,0,0,0,2,1,3,0,0,0,0,1,0,4,10,8043
0,0,0,1,0,0,1,0,0,0,0,0,2,1,4,1,0,0,0,0,0,8,41,5958
0,0,0,0,1,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,1,11.75,16,6133
0,0,0,0,0,1,0,0,1,0,0,0,2,2,2,0,0,0,0,1,0,25.92,2,19564
0,1,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,1,6.17,45,2723
0,1,0,0,0,0,0,0,0,1,0,0,5,1,2,0,0,0,0,0,1,11.33,24,3014
0,0,0,0,1,0,0,1,0,0,0,0,2,0,3,0,0,0,0,1,0,2,25,3000
0,0,0,0,0,1,0,1,0,0,0,0,1,1,5,0,0,0,1,0,0,15.58,13,7584
0,0,0,0,1,0,0,1,0,0,0,0,4,0,5,0,0,0,0,1,0,2.08,2,5943
0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2.92,44,4500
0,0,0,1,0,0,1,0,0,0,0,0,2,1,5,0,1,0,0,0,0,10.58,3,15879
0,0,1,0,0,0,1,0,0,0,0,0,4,1,4,0,0,1,0,0,0,24.92,38,7221
0,0,0,0,0,1,1,0,0,0,0,0,4,1,2,0,0,0,0,1,0,15.92,2,16875
0,0,0,0,0,1,1,0,0,0,0,0,5,1,3,1,0,0,0,0,0,16.5,6,11900
0,0,0,0,1,0,1,0,0,0,0,0,5,1,1,1,0,0,0,0,0,9.58,30,3549
0,1,0,0,0,0,0,1,0,0,0,0,2,1,4,0,0,0,0,0,1,8,25,2336
0,1,0,0,0,0,0,0,0,0,1,0,4,1,2,0,0,0,0,1,0,12.75,2,8108
0,0,0,1,0,0,1,0,0,0,0,0,4,1,2,0,0,0,1,0,0,13.83,25,5657
0,0,1,0,0,0,0,0,0,1,0,0,5,1,3,0,0,0,0,0,1,17.92,25,6461
0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,0,0,0,0,0,1,26.83,26,6117
0,0,1,0,0,0,0,0,0,0,0,1,1,2,5,0,1,0,0,0,0,13.5,40,6437
0,0,0,0,1,0,0,1,0,0,0,0,4,1,0,0,0,0,0,1,0,7.25,44,1890
0,0,0,0,0,1,0,0,0,0,1,0,5,1,5,1,0,0,0,0,0,24.75,16,5279
0,0,1,0,0,0,0,0,1,0,0,0,4,1,4,0,0,0,0,1,0,20.67,3,12454
0,1,0,0,0,0,0,0,0,1,0,0,1,1,3,0,1,0,0,0,0,10.83,40,3862
0,0,0,1,0,0,0,0,0,0,1,0,2,1,3,0,0,0,0,0,1,5.58,28,6132
0,0,1,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,0,0,0,23.92,33,7081
0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,18,2276
0,0,1,0,0,0,1,0,0,0,0,0,1,1,3,0,0,0,1,0,0,6.5,20,5549
0,0,0,0,0,1,1,0,0,0,0,0,3,1,4,1,0,0,0,0,0,3.5,11,5955
0,1,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,1,0,0,0,6.83,40,3393
0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2.58,34,3393
0,0,1,0,0,0,0,0,0,1,0,0,2,1,4,1,0,0,0,0,0,8.83,23,10774
0,0,1,0,0,0,0,0,1,0,0,0,2,1,4,0,0,0,0,0,1,8.33,15,12214
0,0,0,0,0,1,1,0,0,0,0,0,4,1,1,0,0,0,0,1,0,11.33,34,3988
0,1,0,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,0,0,0,10.58,3,8111
0,0,1,0,0,0,0,1,0,0,0,0,1,1,3,0,0,0,1,0,0,5.08,14,9879
0,0,1,0,0,0,0,0,1,0,0,0,4,0,5,1,0,0,0,0,0,1.75,11,5179
0,0,0,1,0,0,0,1,0,0,0,0,3,1,5,0,0,1,0,0,0,7.25,18,5817
0,0,1,0,0,0,0,0,0,0,0,1,4,1,4,0,0,1,0,0,0,26.42,24,11803
0,0,0,1,0,0,0,0,1,0,0,0,1,1,3,0,0,0,1,0,0,7.33,26,4337
0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,2.17,2,6699
0,0,0,0,0,1,0,0,0,1,0,0,4,1,2,0,0,0,1,0,0,16.67,11,10374
0,0,0,0,1,0,0,0,0,1,0,0,2,1,4,1,0,0,0,0,0,4.67,31,7618
0,0,0,0,0,1,0,1,0,0,0,0,1,1,5,0,0,0,0,1,0,16.5,25,4417
0,0,1,0,0,0,1,0,0,0,0,0,2,1,4,0,0,0,0,1,0,9.58,28,4979
0,0,0,0,0,1,1,0,0,0,0,0,4,1,4,1,0,0,0,0,0,22.75,40,5026
0,0,1,0,0,0,0,0,1,0,0,0,2,1,4,0,0,0,1,0,0,8.42,40,6262
0,0,0,0,0,1,0,0,0,0,1,0,4,2,2,1,0,0,0,0,0,14.92,25,7496
0,0,1,0,0,0,0,0,0,0,0,1,5,1,4,0,0,1,0,0,0,21,14,12408
0,0,0,0,0,1,1,0,0,0,0,0,4,1,5,0,1,0,0,0,0,27.92,15,5842
0,0,0,0,0,1,0,0,0,1,0,0,5,1,4,0,1,0,0,0,0,19.75,5,13524
0,0,1,0,0,0,0,1,0,0,0,0,2,1,4,0,0,1,0,0,0,7.67,19,5949
0,0,0,1,0,0,0,0,1,0,0,0,1,1,4,1,0,0,0,0,0,11.75,43,6389
0,0,0,1,0,0,0,1,0,0,0,0,1,1,3,0,1,0,0,0,0,10.25,18,4081
0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,2,9,6092
0,1,0,0,0,0,0,0,0,0,1,0,3,1,5,0,0,0,0,0,1,7.92,16,2228
0,0,1,0,0,0,0,0,1,0,0,0,5,1,4,0,0,0,1,0,0,22.67,46,6577
0,1,0,0,0,0,0,0,0,0,1,0,3,1,4,0,0,1,0,0,0,5.42,28,2056
0,0,1,0,0,0,0,0,1,0,0,0,4,1,2,1,0,0,0,0,0,16.33,1,11205
0,0,0,1,0,0,0,1,0,0,0,0,5,1,2,0,0,1,0,0,0,10,12,7412
0,0,1,0,0,0,0,1,0,0,0,0,4,1,5,0,1,0,0,0,0,5.75,28,7135
0,1,0,0,0,0,0,0,0,1,0,0,5,1,3,0,1,0,0,0,0,12.75,29,3862
0,0,1,0,0,0,0,0,0,0,0,1,2,1,4,0,1,0,0,0,0,33.75,13,12411
0,0,1,0,0,0,0,0,0,1,0,0,1,1,4,0,0,0,1,0,0,9.83,46,5760
0,0,0,1,0,0,0,0,1,0,0,0,4,2,2,1,0,0,0,0,0,17.17,28,5177
0,0,0,0,0,1,0,0,0,0,1,0,4,1,3,0,0,1,0,0,0,22.25,27,4789
0,0,0,0,1,0,0,0,0,1,0,0,3,1,5,0,0,0,0,1,0,9.33,25,5871
0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,2.67,24,4502
0,0,1,0,0,0,0,1,0,0,0,0,2,1,4,0,0,0,1,0,0,8.25,42,4099
0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,17.08,6,9201
0,0,0,0,1,0,0,0,1,0,0,0,2,1,4,0,0,0,0,0,1,8.83,36,4913
0,0,1,0,0,0,1,0,0,0,0,0,5,1,2,0,1,0,0,0,0,12.17,39,4272
0,0,1,0,0,0,0,1,0,0,0,0,5,1,2,0,1,0,0,0,0,9.92,24,6450
0,0,1,0,0,0,0,1,0,0,0,0,1,1,4,0,1,0,0,0,0,9.5,34,7135
0,0,0,0,0,1,1,0,0,0,0,0,2,1,2,0,0,0,1,0,0,23.08,27,5939
0,0,1,0,0,0,1,0,0,0,0,0,2,1,5,0,0,0,1,0,0,10.58,26,5772
1,0,0,0,0,0,0,0,0,0,1,0,4,1,4,0,0,1,0,0,0,25,19,8757
0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2.17,41,2410
0,0,1,0,0,0,0,0,0,1,0,0,4,1,4,1,0,0,0,0,0,21.75,39,6067
0,0,0,1,0,0,1,0,0,0,0,0,2,1,4,0,0,1,0,0,0,7,41,6395
0,1,0,0,0,0,0,1,0,0,0,0,5,0,5,0,1,0,0,0,0,1.92,27,2124
0,0,0,0,0,1,0,1,0,0,0,0,1,1,5,0,0,0,0,1,0,15.58,31,4417
