@relation 'Clean_Dataset-weka.filters.unsupervised.instance.Resample-S1-Z5.0-weka.filters.unsupervised.attribute.Remove-R1,3-weka.filters.unsupervised.attribute.SwapValues-C5-F1-S6-weka.filters.unsupervised.attribute.SwapValues-C5-F2-S3-weka.filters.unsupervised.attribute.SwapValues-C3-F1-S6-weka.filters.unsupervised.attribute.SwapValues-C3-F5-S6-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C7-L2-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C10-L2-weka.filters.unsupervised.attribute.Remove-R10-11-weka.filters.unsupervised.attribute.NominalToBinary-R1,2,6-weka.filters.unsupervised.attribute.OrdinalToNumeric-R13-15-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R1,4-9,11-13,15-22'

@attribute airline=AirAsia numeric
@attribute airline=Vistara numeric
@attribute source_city=Kolkata numeric
@attribute stops numeric
@attribute days_left numeric
@attribute price numeric

@data
0,1,1,0.5,0.875,0.214198
0,1,0,0.5,0.791667,0.158432
0,0,0,0,0.9375,0.044729
0,0,0,0.5,0.25,0.337685
0,1,0,0.5,0.416667,0.135869
0,1,1,0.5,0.520833,0.151706
0,0,0,0.5,0.125,0.242999
0,0,0,0.5,0.333333,0.082029
0,1,0,0.5,0.8125,0.137612
0,0,0,1,0.604167,0.158126
0,0,0,0,0.541667,0.033509
0,0,0,0.5,0.291667,0.293445
0,0,0,0.5,0.145833,0.106396
1,0,0,0.5,0.020833,0.203926
0,1,0,0.5,0.041667,0.402898
0,1,0,0.5,0.0625,0.272502
0,1,0,0.5,0.791667,0.118442
0,0,0,0.5,0.520833,0.148282
0,1,0,0.5,0.8125,0.108567
0,0,0,0,0.104167,0.193225
0,0,0,0.5,0.25,0.281216
0,0,0,0.5,0.291667,0.288523
0,0,0,0.5,0.729167,0.137367
0,1,0,0.5,0.979167,0.072337
1,0,0,0.5,0.9375,0.114651
0,0,0,0.5,0.1875,0.212119
0,0,0,0.5,0.833333,0.148373
0,0,0,0.5,0.3125,0.153724
0,0,0,1,0.020833,0.564357
1,0,0,0.5,0.916667,0.049468
1,0,1,0.5,0.479167,0.058365
0,0,0,0,0.5,0.057937
0,0,0,0.5,0.25,0.198086
0,0,0,0,0.020833,0.147915
0,0,0,0,0.895833,0.103797
0,0,0,0.5,0.041667,0.451694
0,1,0,0.5,0.770833,0.186988
0,0,0,0.5,0.020833,0.482145
0,0,0,0.5,0.104167,0.330042
0,0,0,0.5,0.604167,0.074722
1,0,0,0.5,0.5,0.037636
1,0,0,0.5,0.020833,0.214107
0,0,0,0.5,0.5,0.139171
0,1,1,0.5,0.5,0.163752
0,0,0,0.5,0.520833,0.153235
0,1,0,1,0.8125,0.163018
0,0,0,0.5,0.895833,0.024
0,0,0,0.5,0.3125,0.127614
0,1,0,0.5,0.041667,0.346979
1,0,1,0.5,0.8125,0.084291
0,0,0,0.5,0.5625,0.153693
0,1,0,0.5,0.666667,0.182708
0,0,0,0,0.354167,0.035802
0,1,0,0.5,0.395833,0.135869
0,0,0,0.5,0.208333,0.148282
1,0,0,0.5,0.8125,0.069952
0,0,0,0,0.6875,0.069952
0,1,1,0.5,0.458333,0.295616
0,1,0,0.5,0.291667,0.339642
0,0,0,0.5,0.6875,0.088144
1,0,1,0.5,0.041667,0.214198
0,1,0,0.5,0.270833,0.268252
0,1,0,0,0.208333,0.124557
0,0,0,0.5,0.354167,0.144063
0,1,0,0.5,0.479167,0.327076
0,0,0,0.5,0.520833,0.098814
0,0,1,0,0.020833,0.171028
0,0,1,0.5,0.208333,0.283386
0,0,1,0.5,0.625,0.199126
0,0,0,0.5,0.5,0.10126
0,1,0,0.5,0.5625,0.118442
0,0,0,0.5,0.8125,0.119879
0,1,0,0.5,0.8125,0.157668
0,0,0,1,0.5,0.195396
0,1,0,0.5,0.270833,0.345573
0,0,0,0.5,0.291667,0.144827
0,0,1,0.5,0.083333,0.379693
0,1,0,0.5,0.375,0.148098
0,0,0,0.5,0.875,0.161551
0,0,0,0.5,0.354167,0.090987
0,0,0,0,0.166667,0.15247
1,0,0,0.5,0.3125,0.034334
0,1,0,0.5,0.9375,0.167299
1,0,0,0.5,0.5625,0.029075
0,1,0,0.5,0,0.308793
0,0,0,0.5,0.229167,0.192827
0,1,0,0.5,0.5625,0.184359
1,0,1,0.5,0.583333,0.084291
0,1,0,0.5,0.25,0.345665
0,1,1,0.5,0.9375,0.14232
0,0,0,1,0.5625,0.124496
0,0,0,0.5,0.541667,0.112633
0,0,1,0.5,0.5,0.145714
0,1,0,0,0.479167,0.103858
0,1,0,0.5,0.854167,0.091537
0,0,0,0.5,0.104167,0.247524
0,0,0,0.5,0.729167,0.116424
0,1,0,0.5,0.791667,0.096826
0,1,0,0.5,0.479167,0.163416
0,1,0,0.5,0.6875,0.184359
0,0,0,0.5,0.541667,0.147793
0,1,0,0.5,0.520833,0.142687
0,0,0,0.5,0.375,0.233949
1,0,0,0,0.833333,0.039898
0,1,1,0.5,0.791667,0.151706
0,0,0,0.5,0.833333,0.161734
1,0,0,0,0.541667,0.031154
0,0,0,0.5,0.625,0.10126
0,0,0,0,0.895833,0.061239
0,0,0,0.5,0.25,0.148251
0,0,0,0.5,0.5625,0.191421
0,0,0,0.5,0.833333,0.063562
0,1,0,0.5,0.979167,0.157943
0,0,0,0,0.5625,0.08848
0,0,0,0.5,0.979167,0.118411
0,0,0,0.5,0.8125,0.079614
0,0,0,0.5,0.645833,0.115904
0,0,1,0.5,0.125,0.252904
0,0,1,0.5,0.3125,0.128348
0,0,0,0,0.75,0.024
0,0,0,0.5,0.708333,0.106885
0,0,1,0.5,0.291667,0.293017
0,1,0,0,0.1875,0.151125
0,0,0,0.5,0.479167,0.089367
0,0,0,0.5,0.791667,0.147793
0,0,0,0.5,0.229167,0.193255
0,0,0,0,0.5625,0.075425
0,1,1,0.5,0.104167,0.437477
0,0,0,0.5,0.458333,0.130457
0,0,0,0.5,0.0625,0.233185
0,0,1,0.5,0.958333,0.118136
0,0,1,1,0.104167,0.33475
0,1,1,0.5,0.604167,0.151951
0,0,0,0.5,0.6875,0.091446
0,0,0,0,0.104167,0.148251
0,0,0,0.5,0.333333,0.200318
1,0,0,0.5,0.3125,0.041947
0,1,0,0.5,0.645833,0.125382
0,0,0,0.5,0.416667,0.174086
0,0,0,0.5,0.979167,0.06182
0,1,0,0.5,0.854167,0.126024
0,1,1,0.5,0.770833,0.161581
0,0,0,0.5,0.125,0.276324
0,1,1,0.5,0.854167,0.163752
0,0,0,0.5,0.270833,0.22016
1,0,1,0.5,0.8125,0.133301
0,0,0,0.5,0.458333,0.156965
0,0,0,0.5,0.583333,0.128042
0,0,0,0.5,0.541667,0.172037
0,0,0,0.5,0.625,0.060933
0,0,1,0.5,0.104167,0.581937
0,1,0,0.5,0.1875,0.394674
0,0,1,0.5,0.958333,0.127706
0,0,0,0.5,0.333333,0.256971
0,0,1,0,0.645833,0.08423
0,0,0,0.5,0.833333,0.135288
0,0,0,0,0.3125,0.110554
0,1,0,0.5,0.9375,0.16525
0,0,0,0.5,0.708333,0.118381
0,0,0,0.5,0.9375,0.03036
0,1,0,0.5,0.020833,0.308793
0,1,0,0.5,0.5,0.158585
0,0,1,0.5,0.479167,0.181852
0,0,0,0.5,0.416667,0.160053
0,0,1,0.5,0.666667,0.123517
1,0,0,0.5,0.208333,0.336462
0,0,1,0.5,0.083333,0.164577
0,0,0,0.5,1,0.089122
0,0,1,0.5,0.625,0.159563
0,0,0,0.5,0.104167,0.337685
0,0,0,0.5,0.354167,0.090223
0,0,1,0.5,0.708333,0.085606
0,1,1,0.5,0.666667,0.219457
0,0,1,0.5,0.770833,0.21964
0,0,0,0.5,0.625,0.144063
0,0,0,0.5,0.4375,0.154825
0,0,0,0.5,0.333333,0.124496
0,1,0,0.5,0.6875,0.148098
0,1,1,0.5,0.583333,0.149933
0,0,0,0,0.5625,0.031154
0,1,0,0.5,0.958333,0.131527
0,0,0,0.5,0.875,0.117311
0,0,0,0,0.458333,0.041549
0,0,0,0.5,0.6875,0.10126
0,0,0,0.5,0.125,0.190993
0,0,0,0.5,0.291667,0.498838
0,1,0,0.5,0.5625,0.154916
1,0,0,0.5,0.9375,0.037636
0,0,0,0.5,0.645833,0.109514
1,0,0,0.5,0.416667,0.076954
0,0,0,0.5,0.1875,0.393359
0,0,1,0.5,0.25,0.180353
0,0,0,0.5,0.895833,0.090559
0,0,0,0,0.125,0.147915
0,1,0,0.5,0.1875,0.23453
0,0,0,0.5,0.791667,0.089336
0,0,0,0.5,0.104167,0.319861
0,0,0,0.5,0.104167,0.124496
0,0,0,0.5,0.583333,0.154488
0,1,0,0.5,0.8125,0.144246
0,0,1,0,0.041667,0.219182
0,0,0,0,0.229167,0.10236
0,0,0,0.5,0.354167,0.124526
0,1,0,0.5,0.5625,0.120307
1,0,0,0.5,0.854167,0.063593
0,0,1,0.5,0.145833,0.354072
0,0,0,0.5,0.5625,0.10126
0,0,0,0.5,0.791667,0.097652
0,1,0,0.5,0.6875,0.217928
0,0,0,0,0.208333,0.147915
0,0,0,0.5,0.458333,0.099181
0,0,0,0.5,0.854167,0.144063
0,0,0,0,0.479167,0.103797
0,1,0,0.5,0.104167,0.367402
0,0,0,0.5,0.395833,0.158616
0,0,0,0.5,0.416667,0.144858
0,0,0,0.5,0.875,0.107252
0,0,0,0,0.4375,0.021249
0,0,0,0.5,0.625,0.089122
0,1,0,0.5,0.145833,0.274061
0,1,0,0.5,0.75,0.170906
0,0,0,0.5,0.041667,0.195151
0,0,1,0.5,0.354167,0.122203
0,0,0,0.5,0.8125,0.067292
0,1,0,0.5,0.104167,0.382475
0,0,0,0.5,0.458333,0.076984
0,0,0,0.5,0.166667,0.148251
0,0,0,0.5,0.770833,0.093769
0,0,0,0.5,0.875,0.067843
0,0,0,0.5,0.541667,0.087196
0,0,0,0.5,0.958333,0.088724
0,0,0,0.5,0.416667,0.141984
0,0,0,0.5,0.625,0.062615
0,1,0,0.5,0.75,0.11086
0,0,0,0.5,0.270833,0.10236
0,1,0,0.5,0.333333,0.245689
0,0,0,0.5,0.375,0.089764
0,0,0,0.5,0.270833,0.212119
0,1,0,0.5,0.145833,0.268252
0,0,0,0.5,0.6875,0.085942
1,0,1,0.5,0.395833,0.084291
0,0,1,0.5,0.729167,0.230433
0,1,0,0.5,0.6875,0.158707
0,1,0,0.5,0.8125,0.068148
0,1,0,0.5,0.958333,0.088449
0,0,0,0.5,0.0625,0.26385
0,1,0,0.5,0.9375,0.263819
0,1,0,0.5,0.854167,0.186713
0,1,1,0.5,0.208333,0.443898
0,1,1,1,0.645833,0.214198
1,0,0,0.5,1,0.060689
0,0,0,0.5,0.583333,0.139171
0,0,0,0,0.979167,0.020515
0,0,1,0.5,0.8125,0.126024
0,1,1,0.5,0.208333,0.434267
0,1,1,0.5,0.916667,0.138407
0,1,0,0.5,0.604167,0.148098
0,0,0,0.5,1,0.168521
0,0,0,0,0.75,0.041916
0,0,0,0.5,0.645833,0.112358
0,1,0,0.5,0.416667,0.103675
0,0,0,0.5,0.083333,0.122203
0,1,0,0.5,0.395833,0.106029
0,0,1,0.5,0.333333,0.114865
0,0,0,0.5,0.229167,0.259356
0,1,0,0.5,0.458333,0.256696
0,0,0,0.5,0.75,0.0938
0,0,0,0.5,0.75,0.123517
0,0,0,0.5,0.3125,0.120368
0,0,0,0.5,0.145833,0.279901
0,0,0,0.5,0.479167,0.098569
0,0,0,0.5,0.604167,0.083068
0,1,0,0.5,0.875,0.09114
0,0,0,0.5,0,0.518772
0,0,1,0.5,0.270833,0.164577
0,0,0,0.5,0.020833,0.361074
0,1,1,0,0.104167,0.164608
0,0,0,0.5,0.666667,0.149658
1,0,0,0.5,0.583333,0.06078
0,1,0,0.5,0.125,0.295891
0,1,0,0.5,0.666667,0.109056
0,0,0,0.5,0.1875,0.27027
1,0,0,0.5,0.25,0.102299
0,1,1,0.5,0.291667,0.277455
0,0,1,0.5,0.979167,0.159563
0,0,0,0.5,0.3125,0.174911
0,0,0,0,0.479167,0.043139
1,0,0,0.5,0.4375,0.072215
0,0,0,0.5,0.291667,0.217103
0,0,0,0.5,0.979167,0.083741
0,0,0,0.5,0.708333,0.110095
0,1,0,0.5,0.875,0.101229
0,0,0,0.5,0.6875,0.10982
0,0,0,0.5,0.5,0.116546
0,1,0,0.5,0.770833,0.193133
0,0,0,0.5,0.541667,0.059588
0,1,0,0,0.125,0.156934
0,1,0,0.5,0.541667,0.337685
0,1,0,0.5,0.1875,0.279901
0,0,0,0.5,0.9375,0.052801
0,0,0,0.5,0.708333,0.112664
0,0,0,0.5,0.4375,0.073591
0,0,0,0.5,0.979167,0.137734
0,0,0,0.5,0.291667,0.254861
0,0,1,0.5,0.145833,0.164577
0,1,0,0.5,0.395833,0.154855
0,1,0,1,0.104167,0.467347
0,0,0,0.5,0.5625,0.098814
0,0,0,0.5,0.125,0.337318
0,0,0,0.5,0.208333,0.291611
0,0,1,0.5,0.875,0.08423
0,1,0,0.5,0.416667,0.101168
0,0,0,0.5,0.770833,0.143145
0,0,0,0.5,0.104167,0.222851
0,0,1,0,0.770833,0.107802
1,0,0,0,0.354167,0.031154
0,0,0,0.5,0.3125,0.127614
0,0,1,1,0.666667,0.177571
0,1,0,0,0.520833,0.018619
0,0,0,0.5,0.541667,0.059466
0,1,0,0.5,0.625,0.16525
0,0,0,0.5,0.520833,0.093433
0,0,0,0.5,0.25,0.336707
0,1,0,0.5,0.6875,0.11248
0,0,0,0,0.8125,0.03785
0,0,0,0.5,0.625,0.064633
0,0,0,0.5,1,0.079338
0,1,0,0,0.729167,0.103858
0,1,0,0.5,0.645833,0.158432
0,1,0,0.5,0.6875,0.112388
0,0,0,0.5,0.25,0.287942
0,0,0,0.5,0.75,0.083068
0,0,1,0.5,0.333333,0.149841
0,1,1,0.5,0.5,0.149933
0,0,0,0.5,0.729167,0.141219
0,1,0,0.5,0.5,0.120215
0,0,0,0.5,0.041667,0.295707
0,0,0,0,0.145833,0.193225
0,0,0,0.5,0.229167,0.271891
0,1,0,0.5,0.875,0.25905
0,0,0,0.5,0.770833,0.127308
0,0,1,0.5,0.708333,0.118136
0,0,0,0.5,0.083333,0.372141
0,1,0,0.5,0.5,0.188089
0,0,1,1,0.270833,0.209398
0,1,0,0.5,0.208333,0.475083
0,0,0,0.5,0.875,0.152165
0,1,0,0,0.145833,0.195182
0,1,0,0.5,0.416667,0.108628
0,0,1,0,0.666667,0.056897
0,0,0,0.5,0.083333,0.294699
0,0,0,0.5,0.895833,0
0,1,0,0.5,0.395833,0.163752
0,0,0,0.5,0.625,0.07515
0,0,0,0.5,0.458333,0.234255
0,0,0,0.5,0.541667,0.142014
0,0,0,0,0.1875,0.153418
0,1,0,0.5,0.083333,0.292742
0,0,0,0.5,0.3125,0.184145
0,0,0,0.5,0.854167,0.095512
0,1,0,0.5,0.0625,0.52293
0,0,0,0.5,0.979167,0.187477
0,0,0,0.5,0,0.32677
0,0,0,0.5,0.375,0.091384
1,0,0,0.5,0.083333,0.148221
0,0,0,0.5,0.395833,0.087012
0,0,0,0,0.979167,0.015256
0,0,1,0.5,0.416667,0.159563
0,0,0,0.5,0.9375,0.0949
0,1,0,0.5,0.708333,0.11832
0,1,1,0.5,0.25,0.323163
0,0,1,0.5,0.8125,0.169011
0,0,0,0.5,0.604167,0.076923
0,1,0,0.5,0.104167,0.230402
0,1,0,0.5,0.270833,0.373273
0,0,0,0.5,0.416667,0.089764
0,0,0,0.5,0.520833,0.09062
0,1,0,0.5,0.75,0.16525
1,0,0,0.5,0.916667,0.069952
0,0,0,0,0.520833,0.032041
0,0,1,0.5,0.208333,0.164577
0,0,0,0.5,0.1875,0.372997
0,0,0,0.5,0.5625,0.090223
0,0,0,0.5,0.9375,0.159258
0,0,0,0.5,0.666667,0.171732
0,0,0,0.5,0.354167,0.143482
0,0,0,0.5,0.020833,0.318057
0,1,0,0.5,0.25,0.304635
0,0,1,0.5,0.854167,0.146233
0,0,0,0.5,0.25,0.094686
0,0,0,0.5,0.541667,0.099609
0,1,1,0.5,0.958333,0.155619
0,0,0,0,0.583333,0.103797
0,0,0,0.5,0.729167,0.099823
1,0,0,0.5,0.020833,0.935612
0,0,0,0.5,0.854167,0.062615
0,1,0,0.5,0.416667,0.120093
0,1,0,0.5,0.395833,0.120215
0,0,1,0.5,0.979167,0.133362
0,0,1,0.5,0.041667,0.164577
0,0,0,0.5,0.75,0.166565
0,0,0,0.5,0.083333,0.410267
0,0,0,0.5,0.708333,0.07515
0,0,0,0.5,0.020833,0.413141
0,0,0,0.5,0.729167,0.24413
0,1,0,0.5,0.458333,0.173046
0,0,0,0.5,0.375,0.089367
0,1,0,1,0.333333,0.385013
0,0,0,0.5,0.5625,0.100342
0,0,1,0.5,0.666667,0.069585
0,1,0,0,0.604167,0.039562
0,1,0,0.5,0.6875,0.107986
0,1,0,0.5,0.854167,0.111593
0,0,0,0.5,0.0625,0.385257
0,1,0,0.5,0.270833,0.294699
0,0,0,0.5,0.229167,0.388682
0,1,0,0.5,0.5,0.148435
0,1,0,0.5,0.166667,0.331265
0,1,0,0.5,0.854167,0.147731
0,0,0,0.5,0.6875,0.081265
0,0,1,0.5,0.395833,0.170325
0,1,0,0,0.4375,0.103828
0,1,0,1,0.666667,0.228629
0,1,1,0.5,0.458333,0.163752
0,0,0,0.5,0.229167,0.4051
0,0,0,0.5,0.9375,0.100832
0,0,0,0.5,0.666667,0.089367
0,0,1,0.5,0.854167,0.133362
0,0,1,0.5,0.895833,0.15299
0,0,0,0.5,0.208333,0.147884
0,0,0,0.5,0.333333,0.148282
0,0,1,0.5,0.083333,0.413171
0,1,0,0.5,0.166667,0.695029
0,0,0,0.5,0.375,0.100342
0,0,0,0.5,0.645833,0.082518
0,0,0,0.5,0.125,0.142014
0,0,0,0,0.729167,0.103797
0,0,1,0.5,0.708333,0.089703
0,1,0,0.5,0.9375,0.088449
0,0,0,0.5,0.104167,0.21533
0,0,0,0,0.666667,0.020515
0,0,0,0.5,0.166667,0.462517
1,0,1,0.5,0.541667,0.058365
0,0,0,0.5,0.8125,0.039898
0,0,0,0.5,0.8125,0.024
0,0,0,0.5,0.875,0.150605
0,1,0,0.5,0.166667,0.331265
0,0,0,0.5,0.395833,0.212731
1,0,0,0,0.208333,0.098875
0,0,0,0.5,0.6875,0.11618
1,0,1,0.5,0.666667,0.084291
0,0,0,0.5,0.3125,0.213281
0,0,0,0.5,0.125,0.249847
0,1,0,0.5,0.9375,0.101841
0,1,0,0.5,0.416667,0.153388
0,0,0,0.5,0.125,0.368809
0,0,0,0.5,0.479167,0.148251
0,1,0,0.5,0.270833,0.241011
0,0,0,0.5,0.270833,0.245689
0,0,0,0.5,0.875,0.111379
0,0,0,0.5,0.75,0.178886
0,1,0,0.5,0.9375,0.167023
0,1,0,1,0.583333,0.313746
0,0,0,0.5,0.75,0.099395
0,0,0,0.5,0.979167,0.0421
0,0,1,0.5,0.541667,0.184083
0,1,0,0,0.125,0.195182
0,0,0,0.5,0.208333,0.247524
0,0,0,0.5,0.6875,0.078757
0,0,0,0,0.645833,0.031154
0,1,0,1,0.020833,0.500764
0,1,0,1,0.5,0.238718
0,0,0,0,0.9375,0.103797
0,0,0,0.5,0.375,0.151767
0,1,0,0.5,0.75,0.235753
0,0,0,0.5,0.75,0.105051
0,0,0,0.5,0.479167,0.106641
0,0,0,0.5,0.6875,0.123609
0,0,0,0.5,0.708333,0.087012
0,0,1,0.5,0.166667,0.164577
0,1,1,0.5,1,0.139263
0,0,0,0.5,0.75,0.09062
0,0,1,0.5,0.8125,0.058395
0,0,0,0.5,0.166667,0.321695
0,1,1,0,0.416667,0.088541
1,0,1,1,0.458333,0.106518
1,0,0,0.5,0.375,0.187905
0,0,1,0.5,0.5625,0.133484
0,1,0,0.5,0.1875,0.39128
0,0,0,0.5,0.770833,0.167023
0,0,0,1,1,0.216491
0,0,0,0.5,0.8125,0.088144
0,1,0,0.5,0.8125,0.163752
0,0,0,0.5,0.229167,0.249847
0,1,0,0.5,0.604167,0.15458
0,0,0,0.5,0.916667,0.085789
0,0,0,0.5,0.354167,0.134432
0,0,0,0,0.583333,0.03036
0,0,0,0,0.854167,0.058334
1,0,0,0.5,0.604167,0.060689
0,0,0,0.5,0.8125,0.038339
0,0,1,0.5,0.604167,0.104378
0,0,1,0.5,0.833333,0.115813
0,1,0,0.5,0.395833,0.167023
0,0,0,0,0.604167,0.08848
1,0,0,0,0.395833,0.08848
0,0,0,0.5,1,0.083772
0,0,0,0,0.1875,0.124496
0,1,0,0.5,0.020833,0.379418
0,0,0,0.5,0.0625,0.24682
0,0,0,0.5,0.9375,0.090681
0,1,0,1,0.583333,0.173383
0,0,0,0.5,0.416667,0.113397
0,1,0,0.5,0.604167,0.128929
0,1,0,0.5,0.75,0.154916
0,0,1,0.5,0.958333,0.057753
0,0,0,0.5,0.083333,0.292742
0,0,0,0.5,0.8125,0.086859
1,0,0,0.5,0.25,0.148098
0,1,0,0.5,0.479167,0.148098
0,0,0,0,0.625,0.020882
0,1,0,0.5,0.229167,0.244588
0,0,0,0,0.125,0.216675
0,1,0,0.5,0.875,0.096123
0,0,0,0.5,0.3125,0.15672
